Accession,BioSample,Organism_Name,Species,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date
LC917193,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_166_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_166_UG CP gene for coat protein, partial cds",392,partial,Cote d'Ivoire: Blolequin,Cote d'Ivoire,Manihot esculenta,2025-04-10
LC917194,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_167_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_167_UG CP gene for coat protein, partial cds",392,partial,Cote d'Ivoire: Blolequin,Cote d'Ivoire,Manihot esculenta,2025-04-10
LC917195,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_194_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_194_UG CP gene for coat protein, partial cds",392,partial,Cote d'Ivoire: Toulepleu,Cote d'Ivoire,Manihot esculenta,2025-04-11
LC917196,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_205_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_205_UG CP gene for coat protein, partial cds",389,partial,Cote d'Ivoire: Toulepleu,Cote d'Ivoire,Manihot esculenta,2025-04-11
LC917197,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_211_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_211_UG CP gene for coat protein, partial cds",392,partial,Cote d'Ivoire: Toulepleu,Cote d'Ivoire,Manihot esculenta,2025-04-11
LC917198,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_212_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_212_UG CP gene for coat protein, partial cds",392,partial,Cote d'Ivoire: Toulepleu,Cote d'Ivoire,Manihot esculenta,2025-04-11
LC917199,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_214_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_214_UG CP gene for coat protein, partial cds",392,partial,Cote d'Ivoire: Toulepleu,Cote d'Ivoire,Manihot esculenta,2025-04-11
LC917200,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_215_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_215_UG CP gene for coat protein, partial cds",392,partial,Cote d'Ivoire: Toulepleu,Cote d'Ivoire,Manihot esculenta,2025-04-11
LC917201,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_223_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_223_UG CP gene for coat protein, partial cds",392,partial,Cote d'Ivoire: Zouan-Hounien,Cote d'Ivoire,Manihot esculenta,2025-04-12
LC917202,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_228_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_228_UG CP gene for coat protein, partial cds",392,partial,Cote d'Ivoire: Zouan-Hounien,Cote d'Ivoire,Manihot esculenta,2025-04-12
LC917203,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_260_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_260_UG CP gene for coat protein, partial cds",393,partial,Cote d'Ivoire: Danane,Cote d'Ivoire,Manihot esculenta,2025-04-13
LC917204,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_262_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_262_UG CP gene for coat protein, partial cds",392,partial,Cote d'Ivoire: Danane,Cote d'Ivoire,Manihot esculenta,2025-04-13
LC917205,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_263_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_263_UG CP gene for coat protein, partial cds",392,partial,Cote d'Ivoire: Danane,Cote d'Ivoire,Manihot esculenta,2025-04-13
LC917206,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_279_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_279_UG CP gene for coat protein, partial cds",392,partial,Cote d'Ivoire: Danane,Cote d'Ivoire,Manihot esculenta,2025-04-13
LC917207,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_288_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_288_UG CP gene for coat protein, partial cds",382,partial,Cote d'Ivoire: Danane,Cote d'Ivoire,Manihot esculenta,2025-04-14
LC917208,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_321_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_321_UG CP gene for coat protein, partial cds",392,partial,Cote d'Ivoire: Gbeleban,Cote d'Ivoire,Manihot esculenta,2025-04-03
LC917209,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_384_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_384_UG CP gene for coat protein, partial cds",392,partial,Cote d'Ivoire: Booro,Cote d'Ivoire,Manihot esculenta,2025-04-07
LC917210,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_385_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_385_UG CP gene for coat protein, partial cds",392,partial,Cote d'Ivoire: Booro,Cote d'Ivoire,Manihot esculenta,2025-04-07
LC917211,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_444_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_444_UG CP gene for coat protein, partial cds",392,partial,Cote d'Ivoire: Serifina,Cote d'Ivoire,Manihot esculenta,2025-04-10
LC917212,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_467_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_467_UG CP gene for coat protein, partial cds",389,partial,Cote d'Ivoire: Zedoubeupleu,Cote d'Ivoire,Manihot esculenta,2025-04-11
LC917213,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_471_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_471_UG CP gene for coat protein, partial cds",378,partial,Cote d'Ivoire: Zokoma,Cote d'Ivoire,Manihot esculenta,2025-04-11
LC917214,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_474_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_474_UG CP gene for coat protein, partial cds",395,partial,Cote d'Ivoire: Yorodougou,Cote d'Ivoire,Manihot esculenta,2025-04-11
LC917215,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_477_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_477_UG CP gene for coat protein, partial cds",388,partial,Cote d'Ivoire: Gnamapleu,Cote d'Ivoire,Manihot esculenta,2025-04-11
LC917216,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_478_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_478_UG CP gene for coat protein, partial cds",392,partial,Cote d'Ivoire: Gnamapleu,Cote d'Ivoire,Manihot esculenta,2025-04-11
LC917217,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_481_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_481_UG CP gene for coat protein, partial cds",392,partial,Cote d'Ivoire: Sema,Cote d'Ivoire,Manihot esculenta,2025-04-11
LC917218,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_487_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_487_UG CP gene for coat protein, partial cds",392,partial,Cote d'Ivoire: Sipilou,Cote d'Ivoire,Manihot esculenta,2025-04-11
LC917219,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_500_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_500_UG CP gene for coat protein, partial cds",392,partial,Cote d'Ivoire: Diempleu,Cote d'Ivoire,Manihot esculenta,2025-04-12
LC917220,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_508_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_508_UG CP gene for coat protein, partial cds",378,partial,Cote d'Ivoire: Danane,Cote d'Ivoire,Manihot esculenta,2025-04-13
LC917221,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_510_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_510_UG CP gene for coat protein, partial cds",390,partial,Cote d'Ivoire: Bohpleu cavally,Cote d'Ivoire,Manihot esculenta,2025-04-13
LC917222,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_518_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_518_UG CP gene for coat protein, partial cds",392,partial,Cote d'Ivoire: Gouzepleu,Cote d'Ivoire,Manihot esculenta,2025-04-13
LC917223,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_531_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_531_UG CP gene for coat protein, partial cds",389,partial,Cote d'Ivoire: Blapleu,Cote d'Ivoire,Manihot esculenta,2025-04-13
LC917224,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_533_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_533_UG CP gene for coat protein, partial cds",392,partial,Cote d'Ivoire: Beinpleu,Cote d'Ivoire,Manihot esculenta,2025-04-14
LC917225,,East African cassava mosaic virus - Uganda,Begomovirus manihotisafricaense,CI_535_UG,DNA-A,"East African cassava mosaic virus - Uganda CI_535_UG CP gene for coat protein, partial cds",392,partial,Cote d'Ivoire: Sangouine,Cote d'Ivoire,Manihot esculenta,2025-04-14
PV524653,,East African cassava mosaic virus,Begomovirus manihotisafricaense,Senegal-SN88SF-2023,,"East African cassava mosaic virus isolate Senegal-SN88SF-2023, complete genome",2798,complete,Senegal,Senegal,,2023-11
PV524654,,East African cassava mosaic virus,Begomovirus manihotisafricaense,Senegal-SN88SA-2023,,"East African cassava mosaic virus isolate Senegal-SN88SA-2023, complete genome",2798,complete,Senegal,Senegal,,2023-11
LC832863,,East African cassava mosaic virus,Begomovirus manihotisafricaense,Forecariah:07,DNA-A,"East African cassava mosaic virus Forecariah:07 DNA, segment DNA-A, complete genome",2799,complete,Guinea:Forecariah,Guinea,,2023-07-31
LC832864,,East African cassava mosaic virus,Begomovirus manihotisafricaense,Forecariah:23,DNA-B,"East African cassava mosaic virus Forecariah:23 DNA, segment DNA-B, complete genome",2774,complete,Guinea:Forecariah,Guinea,Manihot esculenta,2023-07-31
LC832865,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV-Ug-DNA-B,,"East African cassava mosaic virus EACMV-Ug-DNA-B DNA, complete genome",2777,complete,Guinea:Forecariah,Guinea,,2023-07-31
MT821897,,East African cassava mosaic virus,Begomovirus manihotisafricaense,Ls-Ru-ZM02-E,DNA-A,"East African cassava mosaic virus isolate Ls-Ru-ZM02-E segment DNA-A, complete sequence",2799,complete,Zambia,Zambia,Manihot esculenta,2013
MT821898,,East African cassava mosaic virus,Begomovirus manihotisafricaense,E-Ln-ZM07-E,DNA-A,"East African cassava mosaic virus isolate E-Ln-ZM07-E segment DNA-A, complete sequence",2799,complete,Zambia,Zambia,Manihot esculenta,2013
MT821899,,East African cassava mosaic virus,Begomovirus manihotisafricaense,E-Ln-ZM08-E,DNA-A,"East African cassava mosaic virus isolate E-Ln-ZM08-E segment DNA-A, complete sequence",2799,complete,Zambia,Zambia,Manihot esculenta,2013
MT821900,,East African cassava mosaic virus,Begomovirus manihotisafricaense,E-Ln-ZM09-E,DNA-A,"East African cassava mosaic virus isolate E-Ln-ZM09-E segment DNA-A, complete sequence",2799,complete,Zambia,Zambia,Manihot esculenta,2013
MT821901,,East African cassava mosaic virus,Begomovirus manihotisafricaense,W-Lu-ZM15-E,DNA-A,"East African cassava mosaic virus isolate W-Lu-ZM15-E segment DNA-A, complete sequence",2799,complete,Zambia,Zambia,Manihot esculenta,2013
MT821902,,East African cassava mosaic virus,Begomovirus manihotisafricaense,W-Mo-ZM17-E,DNA-A,"East African cassava mosaic virus isolate W-Mo-ZM17-E segment DNA-A, complete sequence",2801,complete,Zambia,Zambia,Manihot esculenta,2013
MT821903,,East African cassava mosaic virus,Begomovirus manihotisafricaense,W-Mo-ZM18-E,DNA-A,"East African cassava mosaic virus isolate W-Mo-ZM18-E segment DNA-A, complete sequence",2799,complete,Zambia,Zambia,Manihot esculenta,2013
MZ595251,,East African cassava mosaic virus,Begomovirus manihotisafricaense,TZ UNG 1,,"UNVERIFIED: East African cassava mosaic virus isolate TZ UNG 1 replication associated protein-like gene, partial sequence",327,partial,,,,
MZ595252,,East African cassava mosaic virus,Begomovirus manihotisafricaense,TZ UNG 2,,"East African cassava mosaic virus isolate TZ UNG 2 replication associated protein gene, partial cds",405,partial,,,,
MZ595253,,East African cassava mosaic virus,Begomovirus manihotisafricaense,TZ PMB 3,,"East African cassava mosaic virus isolate TZ PMB 3 replication associated protein gene, partial cds",408,partial,,,,
MZ595254,,East African cassava mosaic virus,Begomovirus manihotisafricaense,TZ PMB 4,,"East African cassava mosaic virus isolate TZ PMB 4 replication associated protein gene, partial cds",407,partial,,,,
MZ595255,,East African cassava mosaic virus,Begomovirus manihotisafricaense,TZ UNG 5,,"East African cassava mosaic virus isolate TZ UNG 5 replication associated protein gene, partial cds",407,partial,,,,
MZ595256,,East African cassava mosaic virus,Begomovirus manihotisafricaense,TZ UNG 6,,"East African cassava mosaic virus isolate TZ UNG 6 replication associated protein gene, partial cds",403,partial,,,,
MZ595257,,East African cassava mosaic virus,Begomovirus manihotisafricaense,TZ UNG 7,,"East African cassava mosaic virus isolate TZ UNG 7 replication associated protein gene, partial cds",407,partial,,,,
MZ595258,,East African cassava mosaic virus,Begomovirus manihotisafricaense,TZ PMB 8,,"East African cassava mosaic virus isolate TZ PMB 8 replication associated protein gene, partial cds",405,partial,,,,
MZ595264,,East African cassava mosaic virus,Begomovirus manihotisafricaense,TZ PMB 14,A,"East African cassava mosaic virus isolate TZ PMB 14 segment A, complete sequence",2739,complete,Tanzania,Tanzania,,2018-08-18
MZ494476,,East African cassava mosaic virus,Begomovirus manihotisafricaense,Comoros:Ngazidja1.1,DNA-B,"East African cassava mosaic virus isolate Comoros:Ngazidja1.1 segment DNA-B, complete sequence",2752,complete,Comoros,Comoros,Manihot esculenta,2019-07-02
MZ494477,,East African cassava mosaic virus,Begomovirus manihotisafricaense,Comoros:Ngazidja16.1,DNA-B,"East African cassava mosaic virus isolate Comoros:Ngazidja16.1 segment DNA-B, partial sequence",2529,partial,Comoros,Comoros,Manihot esculenta,2019-07-04
MZ494478,,East African cassava mosaic virus,Begomovirus manihotisafricaense,Comoros:Nzwani19.4,DNA-B,"East African cassava mosaic virus isolate Comoros:Nzwani19.4 segment DNA-B, partial sequence",2563,partial,Comoros,Comoros,Manihot esculenta,2019-07-05
MZ494479,,East African cassava mosaic virus,Begomovirus manihotisafricaense,Comoros:Nzwani13.5,DNA-B,"East African cassava mosaic virus isolate Comoros:Nzwani13.5 segment DNA-B, complete sequence",2764,complete,Comoros,Comoros,Manihot esculenta,2019-07-11
MZ494480,,East African cassava mosaic virus,Begomovirus manihotisafricaense,Comoros:Mwali3.3,DNA-B,"East African cassava mosaic virus isolate Comoros:Mwali3.3 segment DNA-B, partial sequence",2618,partial,Comoros,Comoros,Manihot esculenta,2019-07-14
MZ494481,,East African cassava mosaic virus,Begomovirus manihotisafricaense,Comoros:Mwali12.2,DNA-B,"East African cassava mosaic virus isolate Comoros:Mwali12.2 segment DNA-B, partial sequence",2343,partial,Comoros,Comoros,Manihot esculenta,2019-07-15
MZ494482,,East African cassava mosaic virus,Begomovirus manihotisafricaense,Comoros:Ngazidja1.1,DNA-A,"East African cassava mosaic virus isolate Comoros:Ngazidja1.1 segment DNA-A, complete sequence",2802,complete,Comoros,Comoros,Manihot esculenta,2019-07-02
MZ494483,,East African cassava mosaic virus,Begomovirus manihotisafricaense,Comoros:Ngazidja16.1,DNA-A,"East African cassava mosaic virus isolate Comoros:Ngazidja16.1 segment DNA-A, complete sequence",2802,complete,Comoros,Comoros,Manihot esculenta,2019-07-04
MZ494484,,East African cassava mosaic virus,Begomovirus manihotisafricaense,Comoros:Nzwani19.4,DNA-A,"East African cassava mosaic virus isolate Comoros:Nzwani19.4 segment DNA-A, complete sequence",2801,complete,Comoros,Comoros,Manihot esculenta,2019-07-05
MZ494485,,East African cassava mosaic virus,Begomovirus manihotisafricaense,Comoros:Nzwani13.5,DNA-A,"East African cassava mosaic virus isolate Comoros:Nzwani13.5 segment DNA-A, partial sequence",2113,partial,Comoros,Comoros,Manihot esculenta,2019-07-11
MZ494486,,East African cassava mosaic virus,Begomovirus manihotisafricaense,Comoros:Mwali3.3,DNA-A,"East African cassava mosaic virus isolate Comoros:Mwali3.3 segment DNA-A, partial sequence",2751,partial,Comoros,Comoros,Manihot esculenta,2019-07-14
MZ494487,,East African cassava mosaic virus,Begomovirus manihotisafricaense,Comoros:Mwali3.4,DNA-A,"East African cassava mosaic virus isolate Comoros:Mwali3.4 segment DNA-A, complete sequence",2795,complete,Comoros,Comoros,Manihot esculenta,2019-07-14
MZ570970,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV K401,DNA-A,"East African cassava mosaic virus isolate EACMV K401 segment DNA-A, complete sequence",2801,complete,Kenya,Kenya,Manihot esculenta,2018-11-15
MZ570971,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV K401,DNA-B,"East African cassava mosaic virus isolate EACMV K401 segment DNA-B, complete sequence",2754,complete,Kenya,Kenya,Manihot esculenta,2018-11-15
OM386994,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV/OYO_AKI_02,,"East African cassava mosaic virus isolate EACMV/OYO_AKI_02 coat protein (AV1) gene, partial cds",776,partial,Nigeria:Oyo State,Nigeria,Manihot esculenta,2021
OM386995,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV/OYO_EGB_06,,"East African cassava mosaic virus isolate EACMV/OYO_EGB_06 coat protein (AV1) gene, partial cds",775,partial,Nigeria:Oyo State,Nigeria,Manihot esculenta,2021
OM386996,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV/OYO_ONA_11,,"East African cassava mosaic virus isolate EACMV/OYO_ONA_11 coat protein (AV1) gene, partial cds",773,partial,Nigeria:Oyo State,Nigeria,Manihot esculenta,2021
OM386997,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV/OYO_ATS_15,,"East African cassava mosaic virus isolate EACMV/OYO_ATS_15 coat protein (AV1) gene, partial cds",773,partial,Nigeria:Oyo State,Nigeria,Manihot esculenta,2021
OM386998,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV/OYO_SUR_18,,"East African cassava mosaic virus isolate EACMV/OYO_SUR_18 coat protein (AV1) gene, partial cds",775,partial,Nigeria:Oyo State,Nigeria,Manihot esculenta,2021
OM386999,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV/ANA_UNI_01,,"East African cassava mosaic virus isolate EACMV/ANA_UNI_01 coat protein (AV1) gene, partial cds",774,partial,Nigeria:Anambra State,Nigeria,Manihot esculenta,2021
OM387000,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV/ANA_IFT_04,,"East African cassava mosaic virus isolate EACMV/ANA_IFT_04 coat protein (AV1) gene, partial cds",777,partial,Nigeria:Anambra State,Nigeria,Manihot esculenta,2021
OM387001,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV/ANA_OKW_07,,"East African cassava mosaic virus isolate EACMV/ANA_OKW_07 coat protein (AV1) gene, partial cds",776,partial,Nigeria:Anambra State,Nigeria,Manihot esculenta,2021
OM387002,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV/ANA_OKW_08,,"East African cassava mosaic virus isolate EACMV/ANA_OKW_08 coat protein (AV1) gene, partial cds",772,partial,Nigeria:Anambra State,Nigeria,Manihot esculenta,2021
OL444942,,East African cassava mosaic virus,Begomovirus manihotisafricaense,DSMZ PV-1302,DNA A,"East African cassava mosaic virus isolate DSMZ PV-1302 segment DNA A, complete sequence",2798,complete,Rwanda: Huye,Rwanda,Manihot esculenta,
OL444943,,East African cassava mosaic virus,Begomovirus manihotisafricaense,DSMZ PV-1302,DNA B,"East African cassava mosaic virus isolate DSMZ PV-1302 segment DNA B, complete sequence",2775,complete,Rwanda: Huye,Rwanda,Manihot esculenta,
MT571458,,East African cassava mosaic virus,Begomovirus manihotisafricaense,S1,,"East African cassava mosaic virus isolate S1 AC1 protein (AC1) gene, partial cds",911,partial,Nigeria,Nigeria,Manihot esculenta,2019
MT571459,,East African cassava mosaic virus,Begomovirus manihotisafricaense,S3,,"East African cassava mosaic virus isolate S3 AC1 protein (AC1) gene, partial cds",1061,partial,Nigeria,Nigeria,Manihot esculenta,2019
MT571460,,East African cassava mosaic virus,Begomovirus manihotisafricaense,S4,,"East African cassava mosaic virus isolate S4 AC1 protein (AC1) gene, partial cds",888,partial,Nigeria,Nigeria,Manihot esculenta,2019
MT571461,,East African cassava mosaic virus,Begomovirus manihotisafricaense,S2,,"East African cassava mosaic virus isolate S2 coat protein (AV1) gene, partial cds",608,partial,Nigeria,Nigeria,Manihot esculenta,2019
MT571462,,East African cassava mosaic virus,Begomovirus manihotisafricaense,S4,,"East African cassava mosaic virus isolate S4 coat protein (AV1) gene, partial cds",886,partial,Nigeria,Nigeria,Manihot esculenta,2019
MW826362,,East African cassava mosaic virus,Begomovirus manihotisafricaense,NG_2017_612,,"East African cassava mosaic virus isolate NG_2017_612 coat protein (CP) gene, partial cds",755,partial,Nigeria,Nigeria,Manihot esculenta,2017
MW826363,,East African cassava mosaic virus,Begomovirus manihotisafricaense,NG_2019_343,,"East African cassava mosaic virus isolate NG_2019_343 coat protein (CP) gene, partial cds",756,partial,Nigeria,Nigeria,Manihot esculenta,2019
MW826364,,East African cassava mosaic virus,Begomovirus manihotisafricaense,NG_2019_347,,"East African cassava mosaic virus isolate NG_2019_347 coat protein (CP) gene, partial cds",774,partial,Nigeria,Nigeria,Manihot esculenta,2019
MT599321,,East African cassava mosaic virus,Begomovirus manihotisafricaense,CCB11,,"East African cassava mosaic virus isolate CCB11 Rep (AC1) gene, partial cds",484,partial,Gabon,Gabon,Manihot esculenta,2014-06
MT599480,,East African cassava mosaic virus,Begomovirus manihotisafricaense,MBGb59,,"East African cassava mosaic virus isolate MBGb59 Rep (AC1) gene, partial cds",484,partial,Gabon,Gabon,Manihot esculenta,2015-05
MT599482,,East African cassava mosaic virus,Begomovirus manihotisafricaense,MBGb67,,"East African cassava mosaic virus isolate MBGb67 Rep (AC1) gene, partial cds",484,partial,Gabon,Gabon,Manihot esculenta,2015-05
