Accession,BioSample,Organism_Name,Species,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date
PV297838.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-B[CI:Guig:CI244:20],DNA-B,"Begomovirus manihotis isolate ACMV-B[CI:Guig:CI244:20] segment DNA-B, complete sequence",2727,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2020-08-22
PV297839.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-B[CI:KounF:CI311:20],DNA-B,"Begomovirus manihotis isolate ACMV-B[CI:KounF:CI311:20] segment DNA-B, complete sequence",2725,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2020-08-22
PV297840.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-B[CI:KounF:CI313:20],DNA-B,"Begomovirus manihotis isolate ACMV-B[CI:KounF:CI313:20] segment DNA-B, complete sequence",2726,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2020-08-22
PV297841.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-B[CI:Logoua:CI170:20],DNA-B,"Begomovirus manihotis isolate ACMV-B[CI:Logoua:CI170:20] segment DNA-B, complete sequence",2725,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2020-08-22
PV297842.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-B[CI:Manko:CI383:20],DNA-B,"Begomovirus manihotis isolate ACMV-B[CI:Manko:CI383:20] segment DNA-B, complete sequence",2727,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2020-08-22
PV297843.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-B[CI:Odien:CI247:20],DNA-B,"Begomovirus manihotis isolate ACMV-B[CI:Odien:CI247:20] segment DNA-B, complete sequence",2727,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2020-08-22
PV297844.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-B[CI:Saiou:CI258:20],DNA-B,"Begomovirus manihotis isolate ACMV-B[CI:Saiou:CI258:20] segment DNA-B, complete sequence",2725,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2020-08-22
PV297845.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-B[CI:Sassan:CI81:20],DNA-B,"Begomovirus manihotis isolate ACMV-B[CI:Sassan:CI81:20] segment DNA-B, complete sequence",2722,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2020-08-22
PV297846.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-B[CI:Sassan:CI83:20],DNA-B,"Begomovirus manihotis isolate ACMV-B[CI:Sassan:CI83:20] segment DNA-B, complete sequence",2723,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2020-08-22
PV297847.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-B[CI:Sassan:CI191:20],DNA-B,"Begomovirus manihotis isolate ACMV-B[CI:Sassan:CI191:20] segment DNA-B, complete sequence",2723,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2020-08-22
PV297848.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-B[CI:Segue:CI349:20],DNA-B,"Begomovirus manihotis isolate ACMV-B[CI:Segue:CI349:20] segment DNA-B, complete sequence",2727,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2020-08-29
PV297849.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-B[CI:Segue:CI372:20],DNA-B,"Begomovirus manihotis isolate ACMV-B[CI:Segue:CI372:20] segment DNA-B, complete sequence",2727,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2020-08-29
PV297850.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-B[CI:Tingr:CI279:20],DNA-B,"Begomovirus manihotis isolate ACMV-B[CI:Tingr:CI279:20] segment DNA-B, complete sequence",2727,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2020-08-29
PV297851.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-B[CI:Touba:CI240:20],DNA-B,"Begomovirus manihotis isolate ACMV-B[CI:Touba:CI240:20] segment DNA-B, complete sequence",2725,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2020-08-29
PQ261058.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-A-CI008-2-22,DNA-A,"Begomovirus manihotis isolate ACMV-A-CI008-2-22 segment DNA-A, complete sequence",2784,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
PQ261059.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-A-CI008-2-9,DNA-A,"Begomovirus manihotis isolate ACMV-A-CI008-2-9 segment DNA-A, complete sequence",2784,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
PQ261060.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-A-CI008-2-5,DNA-A,"Begomovirus manihotis isolate ACMV-A-CI008-2-5 segment DNA-A, complete sequence",2784,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
PQ261061.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-A-CI008-2-29,DNA-A,"Begomovirus manihotis isolate ACMV-A-CI008-2-29 segment DNA-A, complete sequence",2784,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
PQ261062.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-A-CI008-2-43,DNA-A,"Begomovirus manihotis isolate ACMV-A-CI008-2-43 segment DNA-A, complete sequence",2784,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
PQ261063.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-A-CI008-2-61,DNA-A,"Begomovirus manihotis isolate ACMV-A-CI008-2-61 segment DNA-A, complete sequence",2784,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
PQ261064.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-A-CI008-2-18,DNA-A,"Begomovirus manihotis isolate ACMV-A-CI008-2-18 segment DNA-A, complete sequence",2788,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
PQ261065.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-A-CI008-2-34,DNA-A,"Begomovirus manihotis isolate ACMV-A-CI008-2-34 segment DNA-A, complete sequence",2785,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
PQ261066.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-A-CI008-2-6,DNA-A,"Begomovirus manihotis isolate ACMV-A-CI008-2-6 segment DNA-A, complete sequence",2784,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
PQ261067.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-B-CI008-2-59,DNA-B,"Begomovirus manihotis isolate ACMV-B-CI008-2-59 segment DNA-B, complete sequence",2726,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
PQ261068.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-B-CI008-2-101,DNA-B,"Begomovirus manihotis isolate ACMV-B-CI008-2-101 segment DNA-B, complete sequence",2726,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
PQ261069.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-B-CI008-1-11,DNA-B,"Begomovirus manihotis isolate ACMV-B-CI008-1-11 segment DNA-B, complete sequence",2726,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
PQ261070.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-B-CI008-2-123,DNA-B,"Begomovirus manihotis isolate ACMV-B-CI008-2-123 segment DNA-B, complete sequence",2726,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
PQ261071.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-A-CI008-01_A_M,DNA-A,"Begomovirus manihotis isolate ACMV-A-CI008-01_A_M segment DNA-A, complete sequence",2784,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
PQ261072.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-B-CI008-01_B_M,DNA-B,"Begomovirus manihotis isolate ACMV-B-CI008-01_B_M segment DNA-B, complete sequence",2726,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
PX289778.1,,Begomovirus manihotis,Begomovirus manihotis,CMD03A,DNA-A,"Begomovirus manihotis isolate CMD03A segment DNA-A, complete sequence",2781,complete,Nigeria: Oyo,Nigeria,Manihot esculenta,2020-09-12
PX289779.1,,Begomovirus manihotis,Begomovirus manihotis,CMD03B,DNA-B,"Begomovirus manihotis isolate CMD03B segment DNA-B, complete sequence",2728,complete,Nigeria: Oyo,Nigeria,Manihot esculenta,2020-09-12
PX289780.1,,Begomovirus manihotis,Begomovirus manihotis,CMD04A,DNA-A,"Begomovirus manihotis isolate CMD04A segment DNA-A, complete sequence",2781,complete,Nigeria: FCT,Nigeria,Manihot esculenta,2020-03-11
PX289781.1,,Begomovirus manihotis,Begomovirus manihotis,CMD04B,DNA-B,"Begomovirus manihotis isolate CMD04B segment DNA-B, complete sequence",2729,complete,Nigeria: FCT,Nigeria,Manihot esculenta,2020-03-11
PX289782.1,,Begomovirus manihotis,Begomovirus manihotis,CMD07A,DNA-A,"Begomovirus manihotis isolate CMD07A segment DNA-A, complete sequence",2781,complete,Nigeria: Ekiti,Nigeria,Manihot esculenta,2020-09-12
PX289783.1,,Begomovirus manihotis,Begomovirus manihotis,CMD07B,DNA-B,"Begomovirus manihotis isolate CMD07B segment DNA-B, complete sequence",2734,complete,Nigeria: Ekiti,Nigeria,Manihot esculenta,2020-09-12
PX289784.1,,Begomovirus manihotis,Begomovirus manihotis,CMD08A,DNA-A,"Begomovirus manihotis isolate CMD08A segment DNA-A, complete sequence",2653,complete,Nigeria: Ogun,Nigeria,Manihot esculenta,2020-05-05
PX289785.1,,Begomovirus manihotis,Begomovirus manihotis,CMD08B,DNA-B,"Begomovirus manihotis isolate CMD08B segment DNA-B, complete sequence",2724,complete,Nigeria: Ogun,Nigeria,Manihot esculenta,2020-05-05
PX289786.1,,Begomovirus manihotis,Begomovirus manihotis,CMD09A,DNA-A,"Begomovirus manihotis isolate CMD09A segment DNA-A, complete sequence",2781,complete,Nigeria: Ogun,Nigeria,Manihot esculenta,2020-05-05
PX289787.1,,Begomovirus manihotis,Begomovirus manihotis,CMD09B,DNA-B,"Begomovirus manihotis isolate CMD09B segment DNA-B, complete sequence",2741,complete,Nigeria: Ogun,Nigeria,Manihot esculenta,2020-05-05
PX289788.1,,Begomovirus manihotis,Begomovirus manihotis,CMD10A,DNA-A,"Begomovirus manihotis isolate CMD10A segment DNA-A, complete sequence",2781,complete,Nigeria: Ogun,Nigeria,Manihot esculenta,2020-05-05
PX289789.1,,Begomovirus manihotis,Begomovirus manihotis,CMD10B,DNA-B,"Begomovirus manihotis isolate CMD10B segment DNA-B, complete sequence",2725,complete,Nigeria: Ogun,Nigeria,Manihot esculenta,2020-05-05
PX289790.1,,Begomovirus manihotis,Begomovirus manihotis,CMD12A,DNA-A,"Begomovirus manihotis isolate CMD12A segment DNA-A, complete sequence",2781,complete,Nigeria: Lagos,Nigeria,Manihot esculenta,2020-11-11
PX289791.1,,Begomovirus manihotis,Begomovirus manihotis,CMD12B,DNA-B,"Begomovirus manihotis isolate CMD12B segment DNA-B, complete sequence",2726,complete,Nigeria: Lagos,Nigeria,Manihot esculenta,2020-11-11
PX289792.1,,Begomovirus manihotis,Begomovirus manihotis,CMD01A,DNA-A,"Begomovirus manihotis isolate CMD01A segment DNA-A, complete sequence",2781,complete,Nigeria: Niger,Nigeria,Manihot esculenta,2016-03-11
PX289793.1,,Begomovirus manihotis,Begomovirus manihotis,CMD11A,DNA-A,"Begomovirus manihotis isolate CMD11A segment DNA-A, complete sequence",2784,complete,Nigeria: Lagos,Nigeria,Manihot esculenta,2020-11-11
PX289794.1,,Begomovirus manihotis,Begomovirus manihotis,CMD02B,DNA-B,"Begomovirus manihotis isolate CMD02B segment DNA-B, complete sequence",2726,complete,Nigeria: Oyo,Nigeria,Manihot esculenta,2020-09-12
PV747991.1,,Begomovirus manihotis,Begomovirus manihotis,DSMZ PV-0871,DNA-A,"Begomovirus manihotis isolate DSMZ PV-0871 segment DNA-A, complete sequence",2784,complete,Republic of the Congo,Republic of the Congo,Manihot esculenta,
PV747992.1,,Begomovirus manihotis,Begomovirus manihotis,DSMZ PV-0871,DNA-B,"Begomovirus manihotis isolate DSMZ PV-0871 segment DNA-B, complete sequence",2725,complete,Republic of the Congo,Republic of the Congo,Manihot esculenta,
PV747993.1,,Begomovirus manihotis,Begomovirus manihotis,DSMZ PV-0982,DNA-A,"Begomovirus manihotis isolate DSMZ PV-0982 segment DNA-A, complete sequence",2780,complete,Republic of the Congo,Republic of the Congo,Manihot esculenta,
PV747994.1,,Begomovirus manihotis,Begomovirus manihotis,DSMZ PV-0982,DNA-B,"Begomovirus manihotis isolate DSMZ PV-0982 segment DNA-B, complete sequence",2726,complete,Republic of the Congo,Republic of the Congo,Manihot esculenta,
LC832866.1,,Begomovirus manihotis,Begomovirus manihotis,Forecariah-21,DNA-A,"Begomovirus manihotis Forecariah-21 DNA, segment DNA-A, complete genome",2784,complete,Guinea:Forecariah,Guinea,Manihot esculenta,2023-07-31
PP503026.1,,African cassava mosaic virus,Begomovirus manihotis,DSMZ PV-0095,DNA A,"African cassava mosaic virus isolate DSMZ PV-0095 segment DNA A, complete sequence",2779,complete,Kenya,Kenya,Manihot esculenta,
PP503027.1,,African cassava mosaic virus,Begomovirus manihotis,DSMZ PV-0095,DNA B,"African cassava mosaic virus isolate DSMZ PV-0095 segment DNA B, complete sequence",2722,complete,Kenya,Kenya,Manihot esculenta,
OP947587.1,,Begomovirus manihotis,Begomovirus manihotis,DSMZ PV-0421,DNA A,"African cassava mosaic virus isolate DSMZ PV-0421 segment DNA A, complete sequence",2782,complete,Nigeria,Nigeria,Manihot esculenta,
OP947588.1,,Begomovirus manihotis,Begomovirus manihotis,DSMZ PV-0421,DNA B,"African cassava mosaic virus isolate DSMZ PV-0421 segment DNA B, complete sequence",2724,complete,Nigeria,Nigeria,Manihot esculenta,
LC721738.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-A-CI-Man-CI25-17,DNA-A,"African cassava mosaic virus ACMV-A-CI-Man-CI25-17 DNA, segment DNA-A, complete sequence",2781,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2017-10-20
LC721739.1,,African cassava mosaic virus,Begomovirus manihotis,ACMV-CI-Man-CI32-17,DNA-A,"African cassava mosaic virus ACMV-CI-Man-CI32-17 DNA, segment DNA-A, complete sequence",2781,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2017-10-20
LC721740.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-CI-Bou-CI10-6B-17,DNA-A,"African cassava mosaic virus ACMV-CI-Bou-CI10-6B-17 DNA, segment DNA-A, complete sequence",2783,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2017-09-20
LC722230.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-CI-Bou-CI6-17,DNA-A,"African cassava mosaic virus ACMV-CI-Bou-CI6-17 DNA, segment DNA-A, complete sequence",2783,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2017-09-20
LC722237.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-CI-Bou-CI7-2-17,DNA-B,"African cassava mosaic virus ACMV-CI-Bou-CI7-2-17 DNA, segment DNA-B, complete sequence",2729,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2017-09-20
LC723864.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[CI:Bou:CI2:17],DNA-A,"African cassava mosaic virus ACMV-[CI:Bou:CI2:17] DNA, segment DNA-A, complete sequence",2781,complete,Cote d'Ivoire: Bouake,Cote d'Ivoire,Centrosema pubescens,2017-09-20
LC723865.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[CI:Bou:CI3:17],DNA-A,"African cassava mosaic virus ACMV-[CI:Bou:CI3:17] DNA, segment DNA-A, complete sequence",2781,complete,Cote d'Ivoire: Bouake,Cote d'Ivoire,Centrosema pubescens,2017-09-20
LC723866.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[CI:Bou:CI6:17],DNA-B,"African cassava mosaic virus ACMV-[CI:Bou:CI6:17] DNA, segment DNA-B, complete sequence",2721,complete,Cote d'Ivoire: Bouake,Cote d'Ivoire,Asystasia gangetica,2017-09-20
LC723867.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[CI:Bou:CI5:17],DNA-B,"African cassava mosaic virus ACMV-[CI:Bou:CI5:17] DNA, segment DNA-B, complete sequence",2719,complete,Cote d'Ivoire: Bouake,Cote d'Ivoire,Asystasia gangetica,2017-09-20
LC723868.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[CI:Bou:CI10:17],DNA-B,"African cassava mosaic virus ACMV-[CI:Bou:CI10:17] DNA, segment DNA-B, complete sequence",2722,complete,Cote d'Ivoire: Bouake,Cote d'Ivoire,Centrosema pubescens,2017-09-20
LC724016.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[CI:Aboi:CI71:17],DNA-B,"African cassava mosaic virus ACMV-[CI:Aboi:CI71:17] DNA, segment DNA-B, complete sequence",2722,complete,Cote d'Ivoire: Aboisso,Cote d'Ivoire,Centrosema pubescens,2017-09-20
LC724017.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[CI:Aboi:CI72:17],DNA-B,"African cassava mosaic virus ACMV-[CI:Aboi:CI72:17] DNA, segment DNA-B, complete sequence",2722,complete,Cote d'Ivoire: Aboisso,Cote d'Ivoire,Centrosema pubescens,2017-09-20
MT821855.1,,Begomovirus manihotis,Begomovirus manihotis,Ls-Ru-ZM01-A,DNA-A,"African cassava mosaic virus isolate Ls-Ru-ZM01-A segment DNA-A, complete sequence",2768,complete,Zambia,Zambia,Manihot esculenta,2013
MT821856.1,,Begomovirus manihotis,Begomovirus manihotis,Ls-Ru-ZM02-A,DNA-A,"African cassava mosaic virus isolate Ls-Ru-ZM02-A segment DNA-A, complete sequence",2766,complete,Zambia,Zambia,Manihot esculenta,2013
MT821857.1,,Begomovirus manihotis,Begomovirus manihotis,Ls-Ru-ZM03-A,DNA-A,"African cassava mosaic virus isolate Ls-Ru-ZM03-A segment DNA-A, complete sequence",2766,complete,Zambia,Zambia,Manihot esculenta,2013
MT821858.1,,Begomovirus manihotis,Begomovirus manihotis,E-Pe-ZM04-A,DNA-A,"African cassava mosaic virus isolate E-Pe-ZM04-A segment DNA-A, complete sequence",2766,complete,Zambia,Zambia,Manihot esculenta,2013
MT821859.1,,Begomovirus manihotis,Begomovirus manihotis,E-Pe-ZM05-A,DNA-A,"African cassava mosaic virus isolate E-Pe-ZM05-A segment DNA-A, complete sequence",2768,complete,Zambia,Zambia,Manihot esculenta,2013
MT821860.1,,Begomovirus manihotis,Begomovirus manihotis,Lu-Mw-ZM06-A,DNA-A,"African cassava mosaic virus isolate Lu-Mw-ZM06-A segment DNA-A, complete sequence",2767,complete,Zambia,Zambia,Manihot esculenta,2013
MT821861.1,,Begomovirus manihotis,Begomovirus manihotis,E-Ln-ZM07-A,DNA-A,"African cassava mosaic virus isolate E-Ln-ZM07-A segment DNA-A, complete sequence",2767,complete,Zambia,Zambia,Manihot esculenta,2013
MT821862.1,,Begomovirus manihotis,Begomovirus manihotis,E-Ln-ZM08-A,DNA-A,"UNVERIFIED: African cassava mosaic virus isolate E-Ln-ZM08-A segment DNA-A, complete sequence",2765,complete,Zambia,Zambia,Manihot esculenta,2013
MT821863.1,,Begomovirus manihotis,Begomovirus manihotis,E-Ln-ZM09-A,DNA-A,"African cassava mosaic virus isolate E-Ln-ZM09-A segment DNA-A, complete sequence",2766,complete,Zambia,Zambia,Manihot esculenta,2013
MT821864.1,,Begomovirus manihotis,Begomovirus manihotis,E-Ma-ZM10-A,DNA-A,"African cassava mosaic virus isolate E-Ma-ZM10-A segment DNA-A, complete sequence",2767,complete,Zambia,Zambia,Manihot esculenta,2013
MT821865.1,,Begomovirus manihotis,Begomovirus manihotis,W-Ka-ZM11-A,DNA-A,"African cassava mosaic virus isolate W-Ka-ZM11-A segment DNA-A, complete sequence",2767,complete,Zambia,Zambia,Manihot esculenta,2013
MT821866.1,,Begomovirus manihotis,Begomovirus manihotis,W-Ka-ZM12-A,DNA-A,"African cassava mosaic virus isolate W-Ka-ZM12-A segment DNA-A, complete sequence",2768,complete,Zambia,Zambia,Manihot esculenta,2013
MT821867.1,,Begomovirus manihotis,Begomovirus manihotis,W-Ka-ZM13-A,DNA-A,"UNVERIFIED: African cassava mosaic virus isolate W-Ka-ZM13-A segment DNA-A, complete sequence",2768,complete,Zambia,Zambia,Manihot esculenta,2013
