Accession,BioSample,Organism_Name,Species,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date
PZ169694.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,W_d15_skin,,"Human alphaherpesvirus 1 strain W_d15_skin, complete genome",150207,complete,USA,USA,Homo sapiens,2009/2016
PZ169695.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,B_d8_plasma_culture,,"Human alphaherpesvirus 1 strain B_d8_plasma_culture, complete genome",150431,complete,USA,USA,Homo sapiens,2009/2016
PZ169696.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,B_d8_plasma,,"Human alphaherpesvirus 1 strain B_d8_plasma, complete genome",151056,complete,USA,USA,Homo sapiens,2009/2016
PZ169698.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,B_d9_pharynx,,"Human alphaherpesvirus 1 strain B_d9_pharynx, complete genome",150642,complete,USA,USA,Homo sapiens,2009/2016
PZ169709.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,D_d12_skin_culture,,"Human alphaherpesvirus 1 strain D_d12_skin_culture, complete genome",150287,complete,USA,USA,Homo sapiens,2009/2016
PZ169710.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,D_d12_skin,,"Human alphaherpesvirus 1 strain D_d12_skin, complete genome",150681,complete,USA,USA,Homo sapiens,2009/2016
PZ169711.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,F_d10_plasma_culture,,"Human alphaherpesvirus 1 strain F_d10_plasma_culture, complete genome",150403,complete,USA,USA,Homo sapiens,2009/2016
PZ169713.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,Z_d9_eye_culture,,"Human alphaherpesvirus 1 strain Z_d9_eye_culture, complete genome",150753,complete,USA,USA,Homo sapiens,2009/2016
PZ169716.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,Z_d10_culture,,"Human alphaherpesvirus 1 strain Z_d10_culture, complete genome",150594,complete,,,,
PZ169717.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,Z_d10_skin,,"Human alphaherpesvirus 1 strain Z_d10_skin, complete genome",150427,complete,USA,USA,Homo sapiens,2009/2016
PZ169719.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,Z_d40_skin_culture,,"Human alphaherpesvirus 1 strain Z_d40_skin_culture, complete genome",150670,complete,USA,USA,Homo sapiens,2009/2016
PX969520.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Mutant Human alphaherpesvirus 1 clone McKrae-dsncRNA2, complete genome",152247,complete,,,,
PX763612.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,,,"Mutant Human alphaherpesvirus 1 clone GFP-McKrae_v27, complete genome",153693,complete,,,,
OZ348666.1,SAMEA120222666,Human alphaherpesvirus 1,Simplexvirus humanalpha1,137,,"Human alphaherpesvirus 1 isolate 137 genome assembly, complete genome: monopartite",152155,complete,Germany,Germany,Chlorocebus sabaeus,
OZ348811.1,SAMEA120222667,Human alphaherpesvirus 1,Simplexvirus humanalpha1,138,,"Human alphaherpesvirus 1 isolate 138 genome assembly, complete genome: monopartite",151644,complete,Germany,Germany,Chlorocebus sabaeus,
OZ348988.1,SAMEA120222669,Human alphaherpesvirus 1,Simplexvirus humanalpha1,140,,"Human alphaherpesvirus 1 isolate 140 genome assembly, complete genome: monopartite",151781,complete,Germany,Germany,Chlorocebus sabaeus,
OZ348992.1,SAMEA120222665,Human alphaherpesvirus 1,Simplexvirus humanalpha1,136,,"Human alphaherpesvirus 1 isolate 136 genome assembly, complete genome: monopartite",152154,complete,Germany,Germany,Chlorocebus sabaeus,
OZ349004.1,SAMEA120222668,Human alphaherpesvirus 1,Simplexvirus humanalpha1,139,,"Human alphaherpesvirus 1 isolate 139 genome assembly, complete genome: monopartite",151741,complete,Germany,Germany,Chlorocebus sabaeus,
PV146402.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,SJZ196/2019,,"Human alphaherpesvirus 1 strain SJZ196/2019, complete genome",150552,complete,China,China,Homo sapiens,2019
PV146403.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,GZ291/2015,,"Human alphaherpesvirus 1 strain GZ291/2015, complete genome",150609,complete,China,China,Homo sapiens,2015
PQ569920.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,MacIntyre,,"Human alphaherpesvirus 1 isolate MacIntyre, complete genome",151817,complete,Spain,Spain,,2007-09-26
OR771672.1,SAMN38051268,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1/USA/WA-UW-1B4/2020,,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-1B4/2020, complete genome",150875,complete,USA,USA,Homo sapiens,2020-03
OR771685.1,SAMN38051240,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1/USA/WA-UW-2L9/2020,,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2L9/2020, complete genome",151357,complete,USA,USA,Homo sapiens,2020-01
OR723971.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,dsncRNA12,,"Mutant Human alphaherpesvirus 1 isolate dsncRNA12, complete genome",152106,complete,USA,USA,Homo sapiens,2021
OQ724831.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-C1,,"Human alphaherpesvirus 1 isolate BP-C1, complete genome",152739,complete,"USA: Miami, FL",USA,Homo sapiens,2001
OQ724832.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-C2,,"Human alphaherpesvirus 1 strain BP-C2, complete genome",152898,complete,"USA: Miami, FL",USA,Homo sapiens,2004
OQ724833.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-C3,,"Human alphaherpesvirus 1 strain BP-C3, complete genome",154130,complete,"USA: Miami, FL",USA,Homo sapiens,2004
OQ724834.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-C4,,"Human alphaherpesvirus 1 strain BP-C4, complete genome",152541,complete,"USA: Miami, FL",USA,Homo sapiens,2004
OQ724835.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-C5,,"Human alphaherpesvirus 1 strain BP-C5, complete genome",152332,complete,"USA: Miami, FL",USA,Homo sapiens,2005
OQ724836.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-C8,,"UNVERIFIED: Human alphaherpesvirus 1 strain BP-C8, complete genome",152674,complete,"USA: Miami, FL",USA,Homo sapiens,2005
OQ724863.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-C9,,"Human alphaherpesvirus 1 strain BP-C9, complete genome",152893,complete,"USA: Miami, FL",USA,Homo sapiens,2005
OQ724864.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-C11,,"Human alphaherpesvirus 1 strain BP-C11, complete genome",153030,complete,"USA: Miami, FL",USA,Homo sapiens,2008
OQ724865.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-C12,,"Human alphaherpesvirus 1 strain BP-C12, complete genome",152858,complete,"USA: Miami, FL",USA,Homo sapiens,2010
OQ724866.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-C14,,"Human alphaherpesvirus 1 strain BP-C14, complete genome",152567,complete,"USA: Miami, FL",USA,Homo sapiens,2015
OQ724867.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-C15,,"Human alphaherpesvirus 1 strain BP-C15, complete genome",152381,complete,"USA: Miami, FL",USA,Homo sapiens,2015
OQ724868.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-K1,,"Human alphaherpesvirus 1 isolate BP-K1, complete genome",153167,complete,"USA: Miami, FL",USA,Homo sapiens,2002
OQ724888.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-K2,,"Human alphaherpesvirus 1 isolate BP-K2, complete genome",152311,complete,"USA: Miami, FL",USA,Homo sapiens,2009
OQ724889.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-K3,,"Human alphaherpesvirus 1 strain BP-K3, complete genome",152277,complete,"USA: Miami, FL",USA,Homo sapiens,2009
OQ724890.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-K4,,"Human alphaherpesvirus 1 strain BP-K4, complete genome",151917,complete,"USA: Miami, FL",USA,Homo sapiens,2009
OQ724891.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-K5,,"Human alphaherpesvirus 1 strain BP-K5, complete genome",154135,complete,"USA: Miami, FL",USA,Homo sapiens,2010
OQ724892.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-K6,,"Human alphaherpesvirus 1 strain BP-K6, complete genome",153130,complete,"USA: Miami, FL",USA,Homo sapiens,2010
OQ724893.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-K8,,"Human alphaherpesvirus 1 strain BP-K8, complete genome",154330,complete,"USA: Miami, FL",USA,Homo sapiens,2011
OQ724894.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-K9,,"Human alphaherpesvirus 1 strain BP-K9, complete genome",153885,complete,"USA: Miami, FL",USA,Homo sapiens,2011
OQ724895.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-K10,,"Human alphaherpesvirus 1 strain BP-K10, complete genome",151502,complete,"USA: Miami, FL",USA,Homo sapiens,2011
OQ724910.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-K11,,"Human alphaherpesvirus 1 strain BP-K11, complete genome",153536,complete,"USA: Miami, FL",USA,Homo sapiens,2011
OQ724911.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-K12,,"Human alphaherpesvirus 1 strain BP-K12, complete genome",152470,complete,"USA: Miami, FL",USA,Homo sapiens,2012
OQ724912.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-K13,,"Human alphaherpesvirus 1 strain BP-K13, complete genome",152231,complete,"USA: Miami, FL",USA,Homo sapiens,2014
OQ724913.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-K15,,"Human alphaherpesvirus 1 strain BP-K15, complete genome",173400,complete,"USA: Miami, FL",USA,Homo sapiens,2015
OQ724914.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-K16,,"Human alphaherpesvirus 1 strain BP-K16, complete genome",153180,complete,"USA: Miami, FL",USA,Homo sapiens,2015
OQ724915.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-K14,,"Human alphaherpesvirus 1 isolate BP-K14, complete genome",155000,complete,"USA: Miami, FL",USA,Homo sapiens,2015
OQ724932.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-L1,,"Human alphaherpesvirus 1 strain BP-L1, complete genome",152262,complete,USA: Miami FL,USA,Homo sapiens,2002
OQ724933.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-L2,,"Human alphaherpesvirus 1 strain BP-L2, complete genome",153614,complete,USA: Miami FL,USA,Homo sapiens,2003
OQ724934.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-L4,,"Human alphaherpesvirus 1 strain BP-L4, complete genome",151488,complete,USA: Miami FL,USA,Homo sapiens,2003
OQ724935.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-L5,,"Human alphaherpesvirus 1 strain BP-L5, complete genome",153093,complete,USA: Miami FL,USA,Homo sapiens,2003
OQ724936.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-L9,,"Human alphaherpesvirus 1 strain BP-L9, complete genome",153186,complete,USA: Miami FL,USA,Homo sapiens,2009
OQ724938.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-L11,,"Human alphaherpesvirus 1 strain BP-L11, complete genome",153572,complete,USA: Miami FL,USA,Homo sapiens,2010
OQ724939.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-L12,,"Human alphaherpesvirus 1 strain BP-L12, complete genome",153916,complete,USA: Miami FL,USA,Homo sapiens,2010
OQ724940.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-L13,,"Human alphaherpesvirus 1 strain BP-L13, complete genome",152962,complete,USA: Miami FL,USA,Homo sapiens,2011
OQ724941.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,BP-L14,,"Human alphaherpesvirus 1 strain BP-L14, complete genome",152371,complete,USA: Miami FL,USA,Homo sapiens,2012
OP871840.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,INV-11A,,"Human alphaherpesvirus 1 strain INV-11A, complete genome",154353,complete,USA,USA,Homo sapiens,
OP871841.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,INV-15B,,"Human alphaherpesvirus 1 strain INV-15B, complete genome",156713,complete,USA,USA,Homo sapiens,
OP871842.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,INV-16D,,"Human alphaherpesvirus 1 strain INV-16D, complete genome",155161,complete,USA,USA,Homo sapiens,
OP871843.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,INV-16E,,"Human alphaherpesvirus 1 strain INV-16E, complete genome",159092,complete,USA,USA,Homo sapiens,
OP871844.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,INV-17A,,"Human alphaherpesvirus 1 strain INV-17A, complete genome",154234,complete,USA,USA,Homo sapiens,
OP871845.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,INV-20A,,"Human alphaherpesvirus 1 strain INV-20A, complete genome",154095,complete,USA,USA,Homo sapiens,
OP871846.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,INV-20C,,"Human alphaherpesvirus 1 strain INV-20C, complete genome",154107,complete,USA,USA,Homo sapiens,
OP871847.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,INV-22B,,"Human alphaherpesvirus 1 strain INV-22B, complete genome",155163,complete,USA,USA,Homo sapiens,
OP871848.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,INV-22C,,"Human alphaherpesvirus 1 strain INV-22C, complete genome",153324,complete,USA,USA,Homo sapiens,
OP871849.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,INV-25B,,"Human alphaherpesvirus 1 strain INV-25B, complete genome",154157,complete,USA,USA,Homo sapiens,
OP871850.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,INV-25C,,"Human alphaherpesvirus 1 strain INV-25C, complete genome",153240,complete,USA,USA,Homo sapiens,
OP871851.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,INV-25D,,"Human alphaherpesvirus 1 strain INV-25D, complete genome",155512,complete,USA,USA,Homo sapiens,
OP871852.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,INV-NN,,"Human alphaherpesvirus 1 strain INV-NN, complete genome",155472,complete,USA,USA,Homo sapiens,
OP871854.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,INV-1G,,"Human alphaherpesvirus 1 strain INV-1G, complete genome",153201,complete,USA,USA,Homo sapiens,
OP871855.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,INV-2B,,"Human alphaherpesvirus 1 strain INV-2B, complete genome",155681,complete,USA,USA,Homo sapiens,
OP871856.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,INV-2C,,"Human alphaherpesvirus 1 strain INV-2C, complete genome",155161,complete,USA,USA,Homo sapiens,
OP871857.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,INV-7A,,"Human alphaherpesvirus 1 strain INV-7A, complete genome",153807,complete,USA,USA,Homo sapiens,
OP871858.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,INV-7E,,"Human alphaherpesvirus 1 strain INV-7E, complete genome",154992,complete,USA,USA,Homo sapiens,
OP871859.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,INV-9B,,"Human alphaherpesvirus 1 strain INV-9B, complete genome",156328,complete,USA,USA,Homo sapiens,
ON513441.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,NIVD4,,"Human alphaherpesvirus 1 isolate NIVD4, complete genome",152089,complete,China,China,Homo sapiens,2017-09-19
OP297860.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-v60_d3_cu_gen_les,,"Human alphaherpesvirus 1 strain HSV1-v60_d3_cu_gen_les, complete genome",152526,complete,,,Homo sapiens,
OP297861.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-v70_d1_cu_gen_les,,"Human alphaherpesvirus 1 strain HSV1-v70_d1_cu_gen_les, complete genome",149598,complete,,,Homo sapiens,
OP297862.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-v73_d4_cu_gen_les,,"Human alphaherpesvirus 1 strain HSV1-v73_d4_cu_gen_les, complete genome",153232,complete,,,Homo sapiens,
OP297863.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-v61_d2_cu_gen_les,,"Human alphaherpesvirus 1 strain HSV1-v61_d2_cu_gen_les, complete genome",150817,complete,,,Homo sapiens,
OP297865.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-v44_d2_cu_gen_les,,"Human alphaherpesvirus 1 strain HSV1-v44_d2_cu_gen_les, complete genome",153089,complete,,,Homo sapiens,
OP297866.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-v71_d395_cu_gen_les,,"Human alphaherpesvirus 1 strain HSV1-v71_d395_cu_gen_les, complete genome",151281,complete,,,Homo sapiens,
OP297867.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-v52_d84_cu_gen_les,,"Human alphaherpesvirus 1 strain HSV1-v52_d84_cu_gen_les, complete genome",150722,complete,,,Homo sapiens,
OP297868.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-v46_d349_cu_gen_les,,"Human alphaherpesvirus 1 strain HSV1-v46_d349_cu_gen_les, complete genome",150131,complete,,,Homo sapiens,
OP297870.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-v58_d1_cu_gen_les,,"Human alphaherpesvirus 1 strain HSV1-v58_d1_cu_gen_les, complete genome",151565,complete,,,Homo sapiens,
OP297871.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-v69_d2_cu_gen_les,,"Human alphaherpesvirus 1 strain HSV1-v69_d2_cu_gen_les, complete genome",151422,complete,,,Homo sapiens,
OP297872.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-v62_d3_cu_gen_les,,"Human alphaherpesvirus 1 strain HSV1-v62_d3_cu_gen_les, complete genome",149910,complete,,,Homo sapiens,
OP297873.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-v54_d71_cu_gen_les,,"Human alphaherpesvirus 1 strain HSV1-v54_d71_cu_gen_les, complete genome",150814,complete,,,Homo sapiens,
OP297874.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-v74_d193_cu_gen,,"Human alphaherpesvirus 1 strain HSV1-v74_d193_cu_gen, complete genome",150377,complete,,,Homo sapiens,
OP297875.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,v49_d257_cu_gen_les,,"Human alphaherpesvirus 1 strain v49_d257_cu_gen_les, complete genome",150049,complete,,,Homo sapiens,
OP297876.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-v59_d121_cu_gen_les,,"Human alphaherpesvirus 1 strain HSV1-v59_d121_cu_gen_les, complete genome",135445,complete,,,Homo sapiens,
OP297877.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-v66_d6_cu_gen,,"Human alphaherpesvirus 1 strain HSV1-v66_d6_cu_gen, complete genome",150184,complete,,,Homo sapiens,
OP297879.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-v63_d284_cu_oral,,"Human alphaherpesvirus 1 strain HSV1-v63_d284_cu_oral, complete genome",150722,complete,,,Homo sapiens,
OP297880.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-v68_d8_cu_gen_les,,"Human alphaherpesvirus 1 strain HSV1-v68_d8_cu_gen_les, complete genome",148988,complete,,,Homo sapiens,
OP297881.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,v45_d4_cu_gen_les,,"Human alphaherpesvirus 1 strain v45_d4_cu_gen_les, complete genome",150135,complete,,,Homo sapiens,
OP297882.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-v76_d266_cu_gen_les,,"Human alphaherpesvirus 1 strain HSV1-v76_d266_cu_gen_les, complete genome",150499,complete,,,Homo sapiens,
OP297884.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-v57_d3_cu_gen_les,,"Human alphaherpesvirus 1 strain HSV1-v57_d3_cu_gen_les, complete genome",156387,complete,,,Homo sapiens,
OP297885.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-v67_d346_cu_gen_les,,"Human alphaherpesvirus 1 strain HSV1-v67_d346_cu_gen_les, complete genome",149990,complete,,,Homo sapiens,
OP297886.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-v72_d53_cu_gen_les,,"Human alphaherpesvirus 1 strain HSV1-v72_d53_cu_gen_les, complete genome",152277,complete,,,Homo sapiens,
ON783214.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,B^3x1.1A,,"UNVERIFIED: Human alphaherpesvirus 1 strain B^3x1.1A, complete genome",152108,complete,USA,USA,Chlorocebus sabaeus,2015-01-01
ON783215.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,B^3x1.1B,,"UNVERIFIED: Human alphaherpesvirus 1 strain B^3x1.1B, complete genome",153542,complete,USA,USA,Chlorocebus sabaeus,2015-01-01
ON783216.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,B^3x1.1C,,"UNVERIFIED: Human alphaherpesvirus 1 strain B^3x1.1C, complete genome",151352,complete,USA,USA,Chlorocebus sabaeus,2015-01-01
ON783217.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,B^3x1.1D,,"UNVERIFIED: Human alphaherpesvirus 1 strain B^3x1.1D, complete genome",154773,complete,USA,USA,Chlorocebus sabaeus,2015-01-01
ON960054.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-San-Francisco-USA-1982-H193-CSF,,"Human alphaherpesvirus 1 strain HSV1-San-Francisco-USA-1982-H193-CSF, complete genome",150283,complete,USA,USA,Homo sapiens,1982
ON960055.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-San-Francisco-USA-1982-H193-BB,,"Human alphaherpesvirus 1 strain HSV1-San-Francisco-USA-1982-H193-BB, complete genome",152645,complete,USA,USA,Homo sapiens,1982
ON960056.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-San-Francisco-USA-1980-EKN,,"Human alphaherpesvirus 1 strain HSV1-San-Francisco-USA-1980-EKN, complete genome",152443,complete,USA,USA,Homo sapiens,1980
ON960057.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-San-Francisco-USA-1979-DAB1,,"Human alphaherpesvirus 1 strain HSV1-San-Francisco-USA-1979-DAB1, complete genome",151117,complete,USA,USA,Homo sapiens,1979
ON960058.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-San-Francisco-USA-1979-H144,,"Human alphaherpesvirus 1 strain HSV1-San-Francisco-USA-1979-H144, complete genome",151430,complete,USA,USA,Homo sapiens,1979
ON960059.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-San-Francisco-USA-1974-HTZ,,"Human alphaherpesvirus 1 strain HSV1-San-Francisco-USA-1974-HTZ, complete genome",150357,complete,USA,USA,Homo sapiens,1974
ON960060.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-San-Francisco-USA-1967-RE,,"Human alphaherpesvirus 1 strain HSV1-San-Francisco-USA-1967-RE, complete genome",152428,complete,USA,USA,Homo sapiens,1967
ON960061.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,HSV1-Atlanta-USA-1965-E377,,"Human alphaherpesvirus 1 strain HSV1-Atlanta-USA-1965-E377, complete genome",151177,complete,USA,USA,Homo sapiens,1965
ON152715.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,astronaunt_in_orbit_rash_HSV_1,,"Human alphaherpesvirus 1 strain astronaunt_in_orbit_rash_HSV_1, complete genome",151508,complete,,,,
ON152716.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,astronaunt_post_orbit_saliva_HSV_1,,"Human alphaherpesvirus 1 strain astronaunt_post_orbit_saliva_HSV_1, complete genome",151060,complete,,,,
ON007132.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,v40_unk_gen,,"Human alphaherpesvirus 1 strain v40_unk_gen, complete genome",150395,complete,,,,
ON007136.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,v48_d101_oral,,"Human alphaherpesvirus 1 strain v48_d101_oral, complete genome",150082,complete,,,,
ON007137.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,v42_d131_gen_les,,"Human alphaherpesvirus 1 strain v42_d131_gen_les, complete genome",135496,complete,,,,
ON007138.1,,Human alphaherpesvirus 1,Simplexvirus humanalpha1,v42_d338_gen_les,,"Human alphaherpesvirus 1 strain v42_d338_gen_les, complete genome",135522,complete,,,,
