Accession,BioSample,Organism_Name,Species,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date
LC658960.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[BF:Yel:BFW239-1B:16],DNA-A,"African cassava mosaic virus ACMV-[BF:Yel:BFW239-1B:16] DNA, segment: DNA-A, complete sequence",2781,complete,Burkina Faso,Burkina Faso,Manihot esculenta,2016-10-19
LC658961.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[BF:Tin:BFW396-4B:17],DNA-A,"African cassava mosaic virus ACMV-[BF:Tin:BFW396-4B:17] DNA, segment: DNA-A, complete sequence",2780,complete,Burkina Faso,Burkina Faso,Manihot esculenta,2017-05-18
LC658962.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[BF:Bob:BFW571-3B:17],DNA-A,"African cassava mosaic virus ACMV-[BF:Bob:BFW571-3B:17] DNA, segment: DNA-A, complete sequence",2781,complete,Burkina Faso,Burkina Faso,Manihot esculenta,2017-05-24
LC658963.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[BF:Bio:BFW635-1B:17],DNA-A,"African cassava mosaic virus ACMV-[BF:Bio:BFW635-1B:17] DNA, segment: DNA-A, complete sequence",2783,complete,Burkina Faso,Burkina Faso,Manihot esculenta,2017-07-07
LC658964.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[BF:Nou:BFW670-15B:17],DNA-A,"African cassava mosaic virus ACMV-[BF:Nou:BFW670-15B:17] DNA, segment: DNA-A, complete sequence",2781,complete,Burkina Faso,Burkina Faso,Manihot esculenta,2017-08-10
LC721740.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-CI-Bou-CI10-6B-17,DNA-A,"African cassava mosaic virus ACMV-CI-Bou-CI10-6B-17 DNA, segment DNA-A, complete sequence",2783,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2017-09-20
LC722230.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-CI-Bou-CI6-17,DNA-A,"African cassava mosaic virus ACMV-CI-Bou-CI6-17 DNA, segment DNA-A, complete sequence",2783,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2017-09-20
LC721738.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-A-CI-Man-CI25-17,DNA-A,"African cassava mosaic virus ACMV-A-CI-Man-CI25-17 DNA, segment DNA-A, complete sequence",2781,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2017-10-20
PQ261064.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-A-CI008-2-18,DNA-A,"Begomovirus manihotis isolate ACMV-A-CI008-2-18 segment DNA-A, complete sequence",2788,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
PQ261058.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-A-CI008-2-22,DNA-A,"Begomovirus manihotis isolate ACMV-A-CI008-2-22 segment DNA-A, complete sequence",2784,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
PQ261061.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-A-CI008-2-29,DNA-A,"Begomovirus manihotis isolate ACMV-A-CI008-2-29 segment DNA-A, complete sequence",2784,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
PQ261065.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-A-CI008-2-34,DNA-A,"Begomovirus manihotis isolate ACMV-A-CI008-2-34 segment DNA-A, complete sequence",2785,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
PQ261062.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-A-CI008-2-43,DNA-A,"Begomovirus manihotis isolate ACMV-A-CI008-2-43 segment DNA-A, complete sequence",2784,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
PQ261060.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-A-CI008-2-5,DNA-A,"Begomovirus manihotis isolate ACMV-A-CI008-2-5 segment DNA-A, complete sequence",2784,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
PQ261066.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-A-CI008-2-6,DNA-A,"Begomovirus manihotis isolate ACMV-A-CI008-2-6 segment DNA-A, complete sequence",2784,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
PQ261063.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-A-CI008-2-61,DNA-A,"Begomovirus manihotis isolate ACMV-A-CI008-2-61 segment DNA-A, complete sequence",2784,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
PQ261059.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-A-CI008-2-9,DNA-A,"Begomovirus manihotis isolate ACMV-A-CI008-2-9 segment DNA-A, complete sequence",2784,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
LC723864.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[CI:Bou:CI2:17],DNA-A,"African cassava mosaic virus ACMV-[CI:Bou:CI2:17] DNA, segment DNA-A, complete sequence",2781,complete,Cote d'Ivoire: Bouake,Cote d'Ivoire,Centrosema pubescens,2017-09-20
LC723865.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-[CI:Bou:CI3:17],DNA-A,"African cassava mosaic virus ACMV-[CI:Bou:CI3:17] DNA, segment DNA-A, complete sequence",2781,complete,Cote d'Ivoire: Bouake,Cote d'Ivoire,Centrosema pubescens,2017-09-20
MG250085.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK10A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK10A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250086.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK1A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK1A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250088.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK2A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK2A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250090.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK3A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK3A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250093.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK4A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK4A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250091.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK5A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK5A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250092.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK6A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK6A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250089.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK7A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK7A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250084.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK8A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK8A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250087.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:AK9A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:AK9A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250114.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU10A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU10A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250116.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU11A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU11A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250115.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU12A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU12A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250117.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU13A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU13A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250118.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU14A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU14A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250112.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU1A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU1A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250108.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU2A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU2A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250111.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU3A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU3A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250119.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU4A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU4A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250106.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU5A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU5A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250107.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU6A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU6A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250113.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU7A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU7A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250109.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU8A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU8A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250110.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BU9A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BU9A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250120.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW1A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW1A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250127.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW2A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW2A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250126.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW3A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW3A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250128.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW4A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW4A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250121.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW5A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW5A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250122.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW6A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW6A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250124.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW7A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW7A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250125.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW8A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW8A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250123.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:BW9A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:BW9A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250147.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM10A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM10A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250158.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM11A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM11A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250157.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM12A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM12A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250160.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM13A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM13A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250159.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM14A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM14A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250156.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM1A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM1A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250152.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM2A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM2A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250148.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM3A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM3A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250149.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM4A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM4A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250150.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM5A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM5A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250154.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM6A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM6A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250151.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM7A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM7A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250155.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM8A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM8A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250153.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FM9A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FM9A:13, complete genome",2780,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250143.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FU1A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FU1A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250145.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FU2A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FU2A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250144.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FU3A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FU3A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250146.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:FU4A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:FU4A:13, complete genome",2783,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250103.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KM1A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KM1A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250104.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KM2A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KM2A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250105.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KM3A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KM3A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250094.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW1A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW1A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250101.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW2A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW2A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250095.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW3A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW3A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250099.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW4A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW4A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250102.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW5A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW5A:13, complete genome",2783,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250100.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW6A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW6A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250096.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW7A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW7A:13, complete genome",2777,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250097.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW8A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW8A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250098.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:KW9A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:KW9A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250140.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO10A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO10A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250134.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO11A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO11A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250139.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO12A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO12A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250135.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO13A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO13A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250142.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO14A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO14A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250129.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO1A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO1A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250137.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO2A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO2A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250130.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO3A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO3A:13, complete genome",2782,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250131.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO4A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO4A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250136.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO5A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO5A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250132.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO6A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO6A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250138.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO7A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO7A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250141.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO8A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO8A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250133.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV_GH:MO9A:13,DNA-A,"Begomovirus manihotis isolate ACMV_GH:MO9A:13, complete genome",2781,complete,Ghana,Ghana,Manihot esculenta,2013-08
LC832866.1,,Begomovirus manihotis,Begomovirus manihotis,Forecariah-21,DNA-A,"Begomovirus manihotis Forecariah-21 DNA, segment DNA-A, complete genome",2784,complete,Guinea:Forecariah,Guinea,Manihot esculenta,2023-07-31
JN053422.1,,Begomovirus manihotis,Begomovirus manihotis,B5J1,DNA-A,"African cassava mosaic virus isolate B5J1 segment DNA-A, complete sequence",2781,complete,Kenya,Kenya,Jatropha curcas,2009-08-28
JN053423.1,,Begomovirus manihotis,Begomovirus manihotis,B5J2,DNA-A,"African cassava mosaic virus isolate B5J2 segment DNA-A, complete sequence",2781,complete,Kenya,Kenya,Jatropha curcas,2009-08-28
JN053421.1,,Begomovirus manihotis,Begomovirus manihotis,K1J1,DNA-A,"African cassava mosaic virus isolate K1J1 segment DNA-A, complete sequence",2781,complete,Kenya,Kenya,Jatropha curcas,2009-08-28
JN053424.1,,Begomovirus manihotis,Begomovirus manihotis,K1J16,DNA-A,"African cassava mosaic virus isolate K1J16 segment DNA-A, complete sequence",2781,complete,Kenya,Kenya,Jatropha curcas,2009-08-28
JN053427.1,,Begomovirus manihotis,Begomovirus manihotis,K3J16,DNA-A,"African cassava mosaic virus isolate K3J16 segment DNA-A, complete sequence",2781,complete,Kenya,Kenya,Jatropha curcas,2009-08-28
JN053425.1,,Begomovirus manihotis,Begomovirus manihotis,K4J2,DNA-A,"African cassava mosaic virus isolate K4J2 segment DNA-A, complete sequence",2781,complete,Kenya,Kenya,Jatropha curcas,2009-08-28
JN053428.1,,Begomovirus manihotis,Begomovirus manihotis,K4J20,DNA-A,"African cassava mosaic virus isolate K4J20 segment DNA-A, complete sequence",2781,complete,Kenya,Kenya,Jatropha curcas,2009-08-28
JN053426.1,,Begomovirus manihotis,Begomovirus manihotis,S5J1,DNA-A,"African cassava mosaic virus isolate S5J1 segment DNA-A, complete sequence",2781,complete,Kenya,Kenya,Jatropha curcas,2009-08-28
