Accession,BioSample,Organism_Name,Species,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date
JN165088.1,,African cassava mosaic virus-Ghana,Begomovirus manihotis,ACMV,DNA-A,"African cassava mosaic virus-Ghana isolate ACMV segment DNA-A, complete sequence",2781,complete,Ghana,Ghana,Manihot esculenta,2008
JN165086.1,,African cassava mosaic virus-Ghana,Begomovirus manihotis,ACMV,DNA-B,"African cassava mosaic virus-Ghana isolate ACMV segment DNA-B, complete sequence",2725,complete,Ghana,Ghana,Manihot esculenta,2008
NC_001467.1,,Begomovirus manihotis,Begomovirus manihotis,West Kenyan 844,DNA A,"African cassava mosaic virus isolate West Kenyan 844 segment DNA1, complete sequence",2779,complete,,,Manihot esculenta,
NC_001468.1,,Begomovirus manihotis,Begomovirus manihotis,West Kenyan 844,DNA B,"African cassava mosaic virus isolate West Kenyan 844 segment DNA2, complete sequence",2724,complete,,,Manihot esculenta,
MT858793.1,,Begomovirus manihotis,Begomovirus manihotis,CM:2:98,A,"Begomovirus manihotis isolate CM:2:98 segment A, complete sequence",2781,complete,Cameroon,Cameroon,Manihot esculenta,1998
MT858794.1,,Begomovirus manihotis,Begomovirus manihotis,CM:2:98,B,"Begomovirus manihotis isolate CM:2:98 segment B, complete sequence",2725,complete,Cameroon,Cameroon,Manihot esculenta,1998
PQ261071.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-A-CI008-01_A_M,DNA-A,"Begomovirus manihotis isolate ACMV-A-CI008-01_A_M segment DNA-A, complete sequence",2784,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
PQ261072.1,,Begomovirus manihotis,Begomovirus manihotis,ACMV-B-CI008-01_B_M,DNA-B,"Begomovirus manihotis isolate ACMV-B-CI008-01_B_M segment DNA-B, complete sequence",2726,complete,Cote d'Ivoire,Cote d'Ivoire,Manihot esculenta,2022-01-18
OP947587.1,,Begomovirus manihotis,Begomovirus manihotis,DSMZ PV-0421,DNA A,"African cassava mosaic virus isolate DSMZ PV-0421 segment DNA A, complete sequence",2782,complete,Nigeria,Nigeria,Manihot esculenta,
OP947588.1,,Begomovirus manihotis,Begomovirus manihotis,DSMZ PV-0421,DNA B,"African cassava mosaic virus isolate DSMZ PV-0421 segment DNA B, complete sequence",2724,complete,Nigeria,Nigeria,Manihot esculenta,
MW848516.1,,Begomovirus manihotis,Begomovirus manihotis,NGSTPS18/DSMZ PV-0421,DNA A,"Begomovirus manihotis isolate NGSTPS18/DSMZ PV-0421 segment DNA A, complete sequence",2782,complete,Nigeria,Nigeria,Manihot esculenta,1994
MW848517.1,,Begomovirus manihotis,Begomovirus manihotis,NGSTPS18/DSMZ PV-0421,DNA B,"Begomovirus manihotis isolate NGSTPS18/DSMZ PV-0421 segment DNA B, complete sequence",2724,complete,Nigeria,Nigeria,Manihot esculenta,1994
PX289782.1,,Begomovirus manihotis,Begomovirus manihotis,CMD07A,DNA-A,"Begomovirus manihotis isolate CMD07A segment DNA-A, complete sequence",2781,complete,Nigeria: Ekiti,Nigeria,Manihot esculenta,2020-09-12
PX289783.1,,Begomovirus manihotis,Begomovirus manihotis,CMD07B,DNA-B,"Begomovirus manihotis isolate CMD07B segment DNA-B, complete sequence",2734,complete,Nigeria: Ekiti,Nigeria,Manihot esculenta,2020-09-12
PX289780.1,,Begomovirus manihotis,Begomovirus manihotis,CMD04A,DNA-A,"Begomovirus manihotis isolate CMD04A segment DNA-A, complete sequence",2781,complete,Nigeria: FCT,Nigeria,Manihot esculenta,2020-03-11
PX289781.1,,Begomovirus manihotis,Begomovirus manihotis,CMD04B,DNA-B,"Begomovirus manihotis isolate CMD04B segment DNA-B, complete sequence",2729,complete,Nigeria: FCT,Nigeria,Manihot esculenta,2020-03-11
PX289790.1,,Begomovirus manihotis,Begomovirus manihotis,CMD12A,DNA-A,"Begomovirus manihotis isolate CMD12A segment DNA-A, complete sequence",2781,complete,Nigeria: Lagos,Nigeria,Manihot esculenta,2020-11-11
PX289791.1,,Begomovirus manihotis,Begomovirus manihotis,CMD12B,DNA-B,"Begomovirus manihotis isolate CMD12B segment DNA-B, complete sequence",2726,complete,Nigeria: Lagos,Nigeria,Manihot esculenta,2020-11-11
PX289784.1,,Begomovirus manihotis,Begomovirus manihotis,CMD08A,DNA-A,"Begomovirus manihotis isolate CMD08A segment DNA-A, complete sequence",2653,complete,Nigeria: Ogun,Nigeria,Manihot esculenta,2020-05-05
PX289785.1,,Begomovirus manihotis,Begomovirus manihotis,CMD08B,DNA-B,"Begomovirus manihotis isolate CMD08B segment DNA-B, complete sequence",2724,complete,Nigeria: Ogun,Nigeria,Manihot esculenta,2020-05-05
PX289786.1,,Begomovirus manihotis,Begomovirus manihotis,CMD09A,DNA-A,"Begomovirus manihotis isolate CMD09A segment DNA-A, complete sequence",2781,complete,Nigeria: Ogun,Nigeria,Manihot esculenta,2020-05-05
PX289787.1,,Begomovirus manihotis,Begomovirus manihotis,CMD09B,DNA-B,"Begomovirus manihotis isolate CMD09B segment DNA-B, complete sequence",2741,complete,Nigeria: Ogun,Nigeria,Manihot esculenta,2020-05-05
PX289788.1,,Begomovirus manihotis,Begomovirus manihotis,CMD10A,DNA-A,"Begomovirus manihotis isolate CMD10A segment DNA-A, complete sequence",2781,complete,Nigeria: Ogun,Nigeria,Manihot esculenta,2020-05-05
PX289789.1,,Begomovirus manihotis,Begomovirus manihotis,CMD10B,DNA-B,"Begomovirus manihotis isolate CMD10B segment DNA-B, complete sequence",2725,complete,Nigeria: Ogun,Nigeria,Manihot esculenta,2020-05-05
PX289778.1,,Begomovirus manihotis,Begomovirus manihotis,CMD03A,DNA-A,"Begomovirus manihotis isolate CMD03A segment DNA-A, complete sequence",2781,complete,Nigeria: Oyo,Nigeria,Manihot esculenta,2020-09-12
PX289779.1,,Begomovirus manihotis,Begomovirus manihotis,CMD03B,DNA-B,"Begomovirus manihotis isolate CMD03B segment DNA-B, complete sequence",2728,complete,Nigeria: Oyo,Nigeria,Manihot esculenta,2020-09-12
PV747991.1,,Begomovirus manihotis,Begomovirus manihotis,DSMZ PV-0871,DNA-A,"Begomovirus manihotis isolate DSMZ PV-0871 segment DNA-A, complete sequence",2784,complete,Republic of the Congo,Republic of the Congo,Manihot esculenta,
PV747992.1,,Begomovirus manihotis,Begomovirus manihotis,DSMZ PV-0871,DNA-B,"Begomovirus manihotis isolate DSMZ PV-0871 segment DNA-B, complete sequence",2725,complete,Republic of the Congo,Republic of the Congo,Manihot esculenta,
PV747993.1,,Begomovirus manihotis,Begomovirus manihotis,DSMZ PV-0982,DNA-A,"Begomovirus manihotis isolate DSMZ PV-0982 segment DNA-A, complete sequence",2780,complete,Republic of the Congo,Republic of the Congo,Manihot esculenta,
PV747994.1,,Begomovirus manihotis,Begomovirus manihotis,DSMZ PV-0982,DNA-B,"Begomovirus manihotis isolate DSMZ PV-0982 segment DNA-B, complete sequence",2726,complete,Republic of the Congo,Republic of the Congo,Manihot esculenta,
