Accession,BioSample,Organism_Name,Species,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date
KM885997,,East African cassava mosaic virus,Begomovirus manihotisafricaense,CF:CF351B:08,B,"East African cassava mosaic virus isolate CF:CF351B:08 segment B, complete sequence",2776,complete,Central African Republic,Central African Republic,Manihot esculenta,2008
KM885995,,East African cassava mosaic virus,Begomovirus manihotisafricaense,TD:TD5BE:08,B,"East African cassava mosaic virus isolate TD:TD5BE:08 segment B, complete sequence",2776,complete,Chad,Chad,Manihot esculenta,2008
MZ494483,,East African cassava mosaic virus,Begomovirus manihotisafricaense,Comoros:Ngazidja16.1,DNA-A,"East African cassava mosaic virus isolate Comoros:Ngazidja16.1 segment DNA-A, complete sequence",2802,complete,Comoros,Comoros,Manihot esculenta,2019-07-04
MZ494484,,East African cassava mosaic virus,Begomovirus manihotisafricaense,Comoros:Nzwani19.4,DNA-A,"East African cassava mosaic virus isolate Comoros:Nzwani19.4 segment DNA-A, complete sequence",2801,complete,Comoros,Comoros,Manihot esculenta,2019-07-05
MZ494479,,East African cassava mosaic virus,Begomovirus manihotisafricaense,Comoros:Nzwani13.5,DNA-B,"East African cassava mosaic virus isolate Comoros:Nzwani13.5 segment DNA-B, complete sequence",2764,complete,Comoros,Comoros,Manihot esculenta,2019-07-11
MZ494487,,East African cassava mosaic virus,Begomovirus manihotisafricaense,Comoros:Mwali3.4,DNA-A,"East African cassava mosaic virus isolate Comoros:Mwali3.4 segment DNA-A, complete sequence",2795,complete,Comoros,Comoros,Manihot esculenta,2019-07-14
MH646694,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMVCM_GH:AK18B:13,DNA-B,"East African cassava mosaic virus isolate EACMVCM_GH:AK18B:13 segment DNA-B, complete sequence",2733,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250164,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMVCMGH:AK18A:13,DNA-A,"East African cassava mosaic virus isolate EACMVCMGH:AK18A:13, complete genome",2801,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250163,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMVKE_GH:KW10A:13,DNA-A,"East African cassava mosaic virus isolate EACMVKE_GH:KW10A:13, complete genome",2799,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250161,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMVKE_GH:KW11A:13,DNA-A,"East African cassava mosaic virus isolate EACMVKE_GH:KW11A:13, complete genome",2799,complete,Ghana,Ghana,Manihot esculenta,2013-08
MG250162,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMVKE_GH:KW12A:13,DNA-A,"East African cassava mosaic virus isolate EACMVKE_GH:KW12A:13, complete genome",2799,complete,Ghana,Ghana,Manihot esculenta,2013-08
LC832865,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV-Ug-DNA-B,,"East African cassava mosaic virus EACMV-Ug-DNA-B DNA, complete genome",2777,complete,Guinea:Forecariah,Guinea,,2023-07-31
LC832863,,East African cassava mosaic virus,Begomovirus manihotisafricaense,Forecariah:07,DNA-A,"East African cassava mosaic virus Forecariah:07 DNA, segment DNA-A, complete genome",2799,complete,Guinea:Forecariah,Guinea,,2023-07-31
LC832864,,East African cassava mosaic virus,Begomovirus manihotisafricaense,Forecariah:23,DNA-B,"East African cassava mosaic virus Forecariah:23 DNA, segment DNA-B, complete genome",2774,complete,Guinea:Forecariah,Guinea,Manihot esculenta,2023-07-31
HG530112,,East African cassava mosaic virus,Begomovirus manihotisafricaense,KE:mtw:CMD-MI85:12,DNA A,"East African cassava mosaic virus DNA A complete sequence, isolate KE:mtw:CMD-MI85:12",2799,complete,Kenya:Mtwapa,Kenya,Manihot esculenta,2012
HG530113,,East African cassava mosaic virus,Begomovirus manihotisafricaense,KE:mtw:CMD-MI88:12,DNA A,"East African cassava mosaic virus DNA A complete sequence, isolate KE:mtw:CMD-MI88:12",2799,complete,Kenya:Mtwapa,Kenya,Manihot esculenta,2012
HG530115,,East African cassava mosaic virus,Begomovirus manihotisafricaense,KE:mtw:CMD-MI93:12,DNA A,"East African cassava mosaic virus DNA A complete sequence, isolate KE:mtw:CMD-MI93:12",2799,complete,Kenya:Mtwapa,Kenya,Manihot esculenta,2012
HG530116,,East African cassava mosaic virus,Begomovirus manihotisafricaense,KE:mtw:CMD-MI95:12,DNA A,"East African cassava mosaic virus DNA A complete sequence, isolate KE:mtw:CMD-MI95:12",2800,complete,Kenya:Mtwapa,Kenya,Manihot esculenta,2012
HG530114,,East African cassava mosaic virus,Begomovirus manihotisafricaense,KE:mtw:CMD-MI96:12,DNA A,"East African cassava mosaic virus DNA A complete sequence, isolate KE:mtw:CMD-MI96:12",2799,complete,Kenya:Mtwapa,Kenya,Manihot esculenta,2012
KJ887964,,East African cassava mosaic virus,Begomovirus manihotisafricaense,MG:MG242A3:10,A,"East African cassava mosaic virus isolate MG:MG242A3:10 segment A, complete sequence",2801,complete,Madagascar,Madagascar,Manihot esculenta,2010-04-28
JX679247,,East African cassava mosaic virus,Begomovirus manihotisafricaense,,DNA-B,"East African cassava mosaic virus clone EACMV[MA;4N;07]B segment DNA-B, complete sequence",2758,complete,Malawi,Malawi,Manihot esculenta,
JF909158,,East African cassava mosaic virus,Begomovirus manihotisafricaense,Seychelles:Mahe:SC16B00:2005,DNA-A,"East African cassava mosaic virus isolate Seychelles:Mahe:SC16B00:2005 segment DNA-A, complete sequence",2801,complete,Seychelles: Mahe,Seychelles,Manihot esculenta,2005
AY676464,,East African cassava mosaic virus,Begomovirus manihotisafricaense,15,DNA-A,"East African cassava mosaic virus DNA-A defective genome segment, complete sequence",1525,complete,Tanzania,Tanzania,,
MZ595264,,East African cassava mosaic virus,Begomovirus manihotisafricaense,TZ PMB 14,A,"East African cassava mosaic virus isolate TZ PMB 14 segment A, complete sequence",2739,complete,Tanzania,Tanzania,,2018-08-18
MF067264,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV_TZ:Eng:Mg38:17,DNA A,"East African cassava mosaic virus isolate EACMV_TZ:Eng:Mg38:17 segment DNA A, complete sequence",2801,complete,Tanzania,Tanzania,Manihot glaziovii,2015
MF067263,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV_TZ:Kan:Mg35:17,DNA A,"East African cassava mosaic virus isolate EACMV_TZ:Kan:Mg35:17 segment DNA A, complete sequence",2801,complete,Tanzania,Tanzania,Manihot glaziovii,2015
MF067253,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV_TZ:Kch:Mg4:17,DNA A,"East African cassava mosaic virus isolate EACMV_TZ:Kch:Mg4:17 segment DNA A, complete sequence",2816,complete,Tanzania,Tanzania,Manihot glaziovii,2015
MF067258,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV_TZ:Kel:Mg17:17,DNA A,"East African cassava mosaic virus isolate EACMV_TZ:Kel:Mg17:17 segment DNA A, complete sequence",2801,complete,Tanzania,Tanzania,Manihot glaziovii,2015
MF067254,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV_TZ:Kih:Mg5:17,DNA A,"East African cassava mosaic virus isolate EACMV_TZ:Kih:Mg5:17 segment DNA A, complete sequence",2801,complete,Tanzania,Tanzania,Manihot glaziovii,2015
MF067260,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV_TZ:Kim:Mg25:17,DNA A,"East African cassava mosaic virus isolate EACMV_TZ:Kim:Mg25:17 segment DNA A, complete sequence",2801,complete,Tanzania,Tanzania,Manihot glaziovii,2015
MF067255,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV_TZ:Krm:Mg11:17,DNA A,"East African cassava mosaic virus isolate EACMV_TZ:Krm:Mg11:17 segment DNA A, complete sequence",2800,complete,Tanzania,Tanzania,Manihot glaziovii,2015
MF067256,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV_TZ:Krm:Mg12:17,DNA A,"East African cassava mosaic virus isolate EACMV_TZ:Krm:Mg12:17 segment DNA A, complete sequence",2801,complete,Tanzania,Tanzania,Manihot glaziovii,2015
MF067257,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV_TZ:Krm:Mg13:17,DNA A,"East African cassava mosaic virus isolate EACMV_TZ:Krm:Mg13:17 segment DNA A, complete sequence",2801,complete,Tanzania,Tanzania,Manihot glaziovii,2015
MF067265,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV_TZ:Mam:Mg1:17,DNA A,"East African cassava mosaic virus isolate EACMV_TZ:Mam:Mg1:17 segment DNA A, complete sequence",2814,complete,Tanzania,Tanzania,Manihot glaziovii,2015
MF067261,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV_TZ:Mas:Mg30:17,DNA A,"East African cassava mosaic virus isolate EACMV_TZ:Mas:Mg30:17 segment DNA A, complete sequence",2809,complete,Tanzania,Tanzania,Manihot glaziovii,2015
MF067262,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV_TZ:Mas:Mg31:17,DNA A,"East African cassava mosaic virus isolate EACMV_TZ:Mas:Mg31:17 segment DNA A, complete sequence",2801,complete,Tanzania,Tanzania,Manihot glaziovii,2015
MF067259,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV_TZ:Shi:Mg24:17,DNA A,"East African cassava mosaic virus isolate EACMV_TZ:Shi:Mg24:17 segment DNA A, complete sequence",2799,complete,Tanzania,Tanzania,Manihot glaziovii,2015
HE979769,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV-UG[UG:Nam:CMD-MI13:12],DNA-A,"East African cassava mosaic virus segment DNA-A, isolate EACMV-UG[UG:Nam:CMD-MI13:12], complete genome",2799,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979776,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV-UG[UG:Nam:CMD-MI39:12]DNA-B,DNA-B,"East African cassava mosaic virus segment DNA-B, isolate EACMV-UG[UG:Nam:CMD-MI39:12]DNA-B, complete genome",2773,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979770,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV-UG[UG:Nam:CMD-MI40:12],DNA-A,"East African cassava mosaic virus segment DNA-A, isolate EACMV-UG[UG:Nam:CMD-MI40:12], complete genome",2799,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979779,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV-UG[UG:Nam:CMD-MI44:12]DNA-B,DNA-B,"East African cassava mosaic virus segment DNA-B, isolate EACMV-UG[UG:Nam:CMD-MI44:12]DNA-B, complete genome",2755,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979771,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV-UG[UG:Nam:CMD-MI48:12],DNA-A,"East African cassava mosaic virus segment DNA-A, isolate EACMV-UG[UG:Nam:CMD-MI48:12], complete genome",2799,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979780,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV-UG[UG:Nam:CMD-MI52:12]DNA-B,DNA-B,"East African cassava mosaic virus segment DNA-B, isolate EACMV-UG[UG:Nam:CMD-MI52:12]DNA-B, complete genome",2773,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979772,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV-UG[UG:Nam:CMD-MI53:12],DNA-A,"East African cassava mosaic virus segment DNA-A, isolate EACMV-UG[UG:Nam:CMD-MI53:12], complete genome",2799,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979773,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV-UG[UG:Nam:CMD-MI54:12],DNA-A,"East African cassava mosaic virus segment DNA-A, isolate EACMV-UG[UG:Nam:CMD-MI54:12], complete genome",2799,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979777,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV-UG[UG:Nam:CMD-MI56:12]DNA-B,DNA-B,"East African cassava mosaic virus segment DNA-B, isolate EACMV-UG[UG:Nam:CMD-MI56:12]DNA-B, complete genome",2773,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979778,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV-UG[UG:Nam:CMD-MI61:12]DNA-B,DNA-B,"East African cassava mosaic virus segment DNA-B, isolate EACMV-UG[UG:Nam:CMD-MI61:12]DNA-B, complete genome",2775,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979774,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV-UG[UG:Nam:CMD-MI62:12],DNA-A,"East African cassava mosaic virus segment DNA-A, isolate EACMV-UG[UG:Nam:CMD-MI62:12], complete genome",2800,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
HE979775,,East African cassava mosaic virus,Begomovirus manihotisafricaense,EACMV-UG[UG:Nam:CMD-MI63:12],DNA-A,"East African cassava mosaic virus segment DNA-A, isolate EACMV-UG[UG:Nam:CMD-MI63:12], complete genome",2800,complete,Uganda:Namulonge,Uganda,Manihot esculenta,2012
MT821898,,East African cassava mosaic virus,Begomovirus manihotisafricaense,E-Ln-ZM07-E,DNA-A,"East African cassava mosaic virus isolate E-Ln-ZM07-E segment DNA-A, complete sequence",2799,complete,Zambia,Zambia,Manihot esculenta,2013
MT821899,,East African cassava mosaic virus,Begomovirus manihotisafricaense,E-Ln-ZM08-E,DNA-A,"East African cassava mosaic virus isolate E-Ln-ZM08-E segment DNA-A, complete sequence",2799,complete,Zambia,Zambia,Manihot esculenta,2013
MT821900,,East African cassava mosaic virus,Begomovirus manihotisafricaense,E-Ln-ZM09-E,DNA-A,"East African cassava mosaic virus isolate E-Ln-ZM09-E segment DNA-A, complete sequence",2799,complete,Zambia,Zambia,Manihot esculenta,2013
MT821897,,East African cassava mosaic virus,Begomovirus manihotisafricaense,Ls-Ru-ZM02-E,DNA-A,"East African cassava mosaic virus isolate Ls-Ru-ZM02-E segment DNA-A, complete sequence",2799,complete,Zambia,Zambia,Manihot esculenta,2013
MT821901,,East African cassava mosaic virus,Begomovirus manihotisafricaense,W-Lu-ZM15-E,DNA-A,"East African cassava mosaic virus isolate W-Lu-ZM15-E segment DNA-A, complete sequence",2799,complete,Zambia,Zambia,Manihot esculenta,2013
MT821902,,East African cassava mosaic virus,Begomovirus manihotisafricaense,W-Mo-ZM17-E,DNA-A,"East African cassava mosaic virus isolate W-Mo-ZM17-E segment DNA-A, complete sequence",2801,complete,Zambia,Zambia,Manihot esculenta,2013
MT821903,,East African cassava mosaic virus,Begomovirus manihotisafricaense,W-Mo-ZM18-E,DNA-A,"East African cassava mosaic virus isolate W-Mo-ZM18-E segment DNA-A, complete sequence",2799,complete,Zambia,Zambia,Manihot esculenta,2013
AF230375,,East African cassava mosaic virus-[Uganda1],Begomovirus manihotisafricaense,,DNA-B,"East African cassava mosaic virus-[Uganda1] DNA-B, complete sequence",2780,complete,,,,
JX910240,,East African cassava mosaic virus-Congo,Begomovirus manihotisafricaense,,DNA-A,"East African cassava mosaic virus-Congo segment DNA-A, complete sequence",2798,complete,Republic of the Congo,Republic of the Congo,Manihot esculenta,2012-06-08
JF909071,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Anjouan:AJ07B26:2003,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Anjouan:AJ07B26:2003 segment DNA-A, complete sequence",2801,complete,Comoros: Anjouan,Comoros,Manihot esculenta,2003
JF909063,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Anjouan:AJ01B07:2004,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Anjouan:AJ01B07:2004 segment DNA-A, complete sequence",2802,complete,Comoros: Anjouan,Comoros,Manihot esculenta,2004
JF909064,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Anjouan:AJ02B00:2004,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Anjouan:AJ02B00:2004 segment DNA-A, complete sequence",2802,complete,Comoros: Anjouan,Comoros,Manihot esculenta,2004
JF909065,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Anjouan:AJ02B37:2004,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Anjouan:AJ02B37:2004 segment DNA-A, complete sequence",2801,complete,Comoros: Anjouan,Comoros,Manihot esculenta,2004
JF909066,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Anjouan:AJ03B00:2004,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Anjouan:AJ03B00:2004 segment DNA-A, complete sequence",2801,complete,Comoros: Anjouan,Comoros,Manihot esculenta,2004
JF909067,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Anjouan:AJ03B11:2004,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Anjouan:AJ03B11:2004 segment DNA-A, complete sequence",2801,complete,Comoros: Anjouan,Comoros,Manihot esculenta,2004
JF909068,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Anjouan:AJ04B16:2004,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Anjouan:AJ04B16:2004 segment DNA-A, complete sequence",2801,complete,Comoros: Anjouan,Comoros,Manihot esculenta,2004
JF909069,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Anjouan:AJ06B21:2004,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Anjouan:AJ06B21:2004 segment DNA-A, complete sequence",2801,complete,Comoros: Anjouan,Comoros,Manihot esculenta,2004
JF909070,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Anjouan:AJ07B00:2004,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Anjouan:AJ07B00:2004 segment DNA-A, complete sequence",2801,complete,Comoros: Anjouan,Comoros,Manihot esculenta,2004
JF909072,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Anjouan:AJ10B00:2005,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Anjouan:AJ10B00:2005 segment DNA-A, complete sequence",2801,complete,Comoros: Anjouan,Comoros,Manihot esculenta,2005
JF909073,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Anjouan:AJ18BW3:2009,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Anjouan:AJ18BW3:2009 segment DNA-A, complete sequence",2801,complete,Comoros: Anjouan,Comoros,Manihot esculenta,2009
JF909074,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Anjouan:AJ21AL3:2009,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Anjouan:AJ21AL3:2009 segment DNA-A, complete sequence",2800,complete,Comoros: Anjouan,Comoros,Manihot esculenta,2009
JF909075,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Anjouan:AJ26BP1:2009,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Anjouan:AJ26BP1:2009 segment DNA-A, complete sequence",2801,complete,Comoros: Anjouan,Comoros,Manihot esculenta,2009
JF909076,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Anjouan:AJ29BE2:2009,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Anjouan:AJ29BE2:2009 segment DNA-A, complete sequence",2801,complete,Comoros: Anjouan,Comoros,Manihot esculenta,2009
JF909077,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Anjouan:AJ32BT2:2009,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Anjouan:AJ32BT2:2009 segment DNA-A, complete sequence",2765,complete,Comoros: Anjouan,Comoros,Manihot esculenta,2009
JF909097,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Grande-Comore:GC20B00:2004,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Grande-Comore:GC20B00:2004 segment DNA-A, complete sequence",2802,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2004
JF909099,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Grande-Comore:GC22AY2:2004,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Grande-Comore:GC22AY2:2004 segment DNA-A, complete sequence",2801,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2004
JF909096,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Grande-Comore:GC18B00:2005,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Grande-Comore:GC18B00:2005 segment DNA-A, complete sequence",2801,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2005
JF909082,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Grande-Comore:GC05B25:2008,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Grande-Comore:GC05B25:2008 segment DNA-A, complete sequence",2802,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2008
JF909084,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Grande-Comore:GC09B29:2008,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Grande-Comore:GC09B29:2008 segment DNA-A, complete sequence",2801,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2008
JF909090,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Grande-Comore:GC12B61:2008,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Grande-Comore:GC12B61:2008 segment DNA-A, complete sequence",2802,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2008
JF909092,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Grande-Comore:GC14E06:2008,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Grande-Comore:GC14E06:2008 segment DNA-A, complete sequence",2801,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2008
JF909106,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Grande-Comore:GC30BP1:2009,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Grande-Comore:GC30BP1:2009 segment DNA-A, complete sequence",2801,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2009
JF909110,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Grande-Comore:GC32AF2:2009,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Grande-Comore:GC32AF2:2009 segment DNA-A, complete sequence",2801,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2009
JF909115,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Grande-Comore:GC36BI2:2009,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Grande-Comore:GC36BI2:2009 segment DNA-A, complete sequence",2801,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2009
JF909118,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Grande-Comore:GC43AO3:2009,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Grande-Comore:GC43AO3:2009 segment DNA-A, complete sequence",2801,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2009
JF909119,,East African cassava mosaic virus-Kenya,Begomovirus manihotisafricaense,Comoros:Grande-Comore:GC45AI1:2009,DNA-A,"East African cassava mosaic virus-Kenya isolate Comoros:Grande-Comore:GC45AI1:2009 segment DNA-A, complete sequence",2801,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2009
