Accession,BioSample,Organism_Name,Species,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date
JF909088.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Grande-Comore:GC11B32:2008,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC11B32:2008 segment DNA-A, complete sequence",2799,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2008
JF909089.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Grande-Comore:GC11B55:2008,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC11B55:2008 segment DNA-A, complete sequence",2799,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2008
JF909091.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Grande-Comore:GC14B73:2008,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC14B73:2008 segment DNA-A, complete sequence",2799,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2008
JF909093.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Grande-Comore:GC15B21:2008,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC15B21:2008 segment DNA-A, complete sequence",2800,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2008
JF909100.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Grande-Comore:GC26BA1:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC26BA1:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2009
JF909101.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Grande-Comore:GC27AG1:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC27AG1:2009 segment DNA-A, complete sequence",2797,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2009
JF909102.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Grande-Comore:GC27BF1:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC27BF1:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2009
JF909103.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Grande-Comore:GC28AK1:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC28AK1:2009 segment DNA-A, complete sequence",2799,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2009
JF909104.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Grande-Comore:GC29AK1:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC29AK1:2009 segment DNA-A, complete sequence",2799,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2009
JF909105.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Grande-Comore:GC29BG1:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC29BG1:2009 segment DNA-A, complete sequence",2799,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2009
JF909107.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Grande-Comore:GC31AB2:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC31AB2:2009 segment DNA-A, complete sequence",2799,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2009
JF909108.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Grande-Comore:GC31BL1:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC31BL1:2009 segment DNA-A, complete sequence",2799,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2009
JF909109.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Grande-Comore:GC31BT1:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC31BT1:2009 segment DNA-A, complete sequence",2799,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2009
JF909112.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Grande-Comore:GC33BD2:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC33BD2:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2009
JF909113.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Grande-Comore:GC33BN1:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC33BN1:2009 segment DNA-A, complete sequence",2799,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2009
JF909114.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Grande-Comore:GC35BC1:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC35BC1:2009 segment DNA-A, complete sequence",2800,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2009
JF909116.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Grande-Comore:GC40BR2:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC40BR2:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2009
JF909122.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Grande-Comore:GC49AI4:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC49AI4:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2009
JF909123.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Grande-Comore:GC49BE3:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC49BE3:2009 segment DNA-A, complete sequence",2797,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2009
JF909124.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Grande-Comore:GC49BO2:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC49BO2:2009 segment DNA-A, complete sequence",2797,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2009
JF909125.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Grande-Comore:GC59BH1:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC59BH1:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2009
JF909126.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Grande-Comore:GC60BO1:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC60BO1:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2009
JF909127.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO02B00:2005,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO02B00:2005 segment DNA-A, complete sequence",2798,complete,Comoros: Moheli,Comoros,Manihot esculenta,2005
JF909128.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO04AF2:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO04AF2:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909129.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO05AK2:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO05AK2:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909130.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO05BD3:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO05BD3:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909132.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO09BI3:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO09BI3:2009 segment DNA-A, complete sequence",2799,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909134.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO11BP3:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO11BP3:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909135.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO12BS3:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO12BS3:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909136.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO13AA3:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO13AA3:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909137.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO13AY2:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO13AY2:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909138.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO13BW3:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO13BW3:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909140.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO16AI2:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO16AI2:2009 segment DNA-A, complete sequence",2796,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909141.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO16BF1:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO16BF1:2009 segment DNA-A, complete sequence",2796,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909142.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO17AL2:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO17AL2:2009 segment DNA-A, complete sequence",2797,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909143.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO17BI1:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO17BI1:2009 segment DNA-A, complete sequence",2797,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909144.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO18AP2:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO18AP2:2009 segment DNA-A, complete sequence",2797,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909145.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO18BN1:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO18BN1:2009 segment DNA-A, complete sequence",2797,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909146.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO20AZ2:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO20AZ2:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909147.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO20BS1:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO20BS1:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909148.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO21AH3:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO21AH3:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909172.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Mayotte:YT14B79:2005,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT14B79:2005 segment DNA-A, complete sequence",2797,complete,Mayotte,Mayotte,Manihot esculenta,2005
JF909186.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Mayotte:YT45B12:2008,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT45B12:2008 segment DNA-A, complete sequence",2798,complete,Mayotte,Mayotte,Manihot esculenta,2008
JF909187.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Mayotte:YT48B08:2008,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT48B08:2008 segment DNA-A, complete sequence",2798,complete,Mayotte,Mayotte,Manihot esculenta,2008
JF909197.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Mayotte:YT64B02:2008,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT64B02:2008 segment DNA-A, complete sequence",2798,complete,Mayotte,Mayotte,Manihot esculenta,2008
JF909199.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Mayotte:YT69B17:2008,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Mayotte:YT69B17:2008 segment DNA-A, complete sequence",2798,complete,Mayotte,Mayotte,Manihot esculenta,2008
