Accession,BioSample,Organism_Name,Species,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date
JF909125.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Grande-Comore:GC59BH1:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC59BH1:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2009
JF909126.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Grande-Comore:GC60BO1:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Grande-Comore:GC60BO1:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Grande-Comore,Comoros,Manihot esculenta,2009
JF909127.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO02B00:2005,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO02B00:2005 segment DNA-A, complete sequence",2798,complete,Comoros: Moheli,Comoros,Manihot esculenta,2005
JF909128.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO04AF2:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO04AF2:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909129.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO05AK2:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO05AK2:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909222.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO05AL2:2009,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO05AL2:2009 segment DNA-B, complete sequence",2763,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909130.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO05BD3:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO05BD3:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909132.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO09BI3:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO09BI3:2009 segment DNA-A, complete sequence",2799,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909134.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO11BP3:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO11BP3:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909135.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO12BS3:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO12BS3:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909136.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO13AA3:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO13AA3:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909137.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO13AY2:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO13AY2:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909138.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO13BW3:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO13BW3:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909223.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO14AC3:2009,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO14AC3:2009 segment DNA-B, complete sequence",2775,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909224.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO16AF2:2009,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO16AF2:2009 segment DNA-B, complete sequence",2762,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909140.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO16AI2:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO16AI2:2009 segment DNA-A, complete sequence",2796,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909141.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO16BF1:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO16BF1:2009 segment DNA-A, complete sequence",2796,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909142.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO17AL2:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO17AL2:2009 segment DNA-A, complete sequence",2797,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909225.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO17AM2:2009,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO17AM2:2009 segment DNA-B, complete sequence",2762,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909143.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO17BI1:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO17BI1:2009 segment DNA-A, complete sequence",2797,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909144.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO18AP2:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO18AP2:2009 segment DNA-A, complete sequence",2797,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909145.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO18BN1:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO18BN1:2009 segment DNA-A, complete sequence",2797,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909146.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO20AZ2:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO20AZ2:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909147.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO20BS1:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO20BS1:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909226.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO21AD3:2009,DNA-B,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO21AD3:2009 segment DNA-B, complete sequence",2755,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
JF909148.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,Comoros:Moheli:MO21AH3:2009,DNA-A,"East African cassava mosaic Kenya virus isolate Comoros:Moheli:MO21AH3:2009 segment DNA-A, complete sequence",2798,complete,Comoros: Moheli,Comoros,Manihot esculenta,2009
KJ887830.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,MG:MG10A48:06,A,"East African cassava mosaic Kenya virus isolate MG:MG10A48:06 segment A, complete sequence",2798,complete,Madagascar,Madagascar,Manihot esculenta,2006-01-05
KJ887831.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,MG:MG11A3:06,A,"East African cassava mosaic Kenya virus isolate MG:MG11A3:06 segment A, complete sequence",2798,complete,Madagascar,Madagascar,Manihot esculenta,2006-01-05
KJ887829.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,MG:MG9B2:07,A,"East African cassava mosaic Kenya virus isolate MG:MG9B2:07 segment A, complete sequence",2797,complete,Madagascar,Madagascar,Manihot esculenta,2006-01-05
KJ887903.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,MG:MG90A1:07,A,"East African cassava mosaic Kenya virus isolate MG:MG90A1:07 segment A, complete sequence",2798,complete,Madagascar,Madagascar,Manihot esculenta,2007-01-05
KJ887939.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,MG:MG169A1:09,A,"East African cassava mosaic Kenya virus isolate MG:MG169A1:09 segment A, complete sequence",2798,complete,Madagascar,Madagascar,Manihot esculenta,2009-06-02
KJ887946.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,MG:MG181A1:09,A,"East African cassava mosaic Kenya virus isolate MG:MG181A1:09 segment A, complete sequence",2796,complete,Madagascar,Madagascar,Manihot esculenta,2009-06-03
KJ887947.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,MG:MG183A1:09,A,"East African cassava mosaic Kenya virus isolate MG:MG183A1:09 segment A, complete sequence",2798,complete,Madagascar,Madagascar,Manihot esculenta,2009-06-03
KJ887948.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,MG:MG183A3:09,A,"East African cassava mosaic Kenya virus isolate MG:MG183A3:09 segment A, complete sequence",2799,complete,Madagascar,Madagascar,Manihot esculenta,2009-06-03
KJ887949.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,MG:MG192A1:09,A,"East African cassava mosaic Kenya virus isolate MG:MG192A1:09 segment A, complete sequence",2798,complete,Madagascar,Madagascar,Manihot esculenta,2009-06-04
KJ887950.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,MG:MG207A1:09,A,"East African cassava mosaic Kenya virus isolate MG:MG207A1:09 segment A, complete sequence",2798,complete,Madagascar,Madagascar,Manihot esculenta,2009-06-10
KJ887951.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,MG:MG208A1:09,A,"East African cassava mosaic Kenya virus isolate MG:MG208A1:09 segment A, complete sequence",2799,complete,Madagascar,Madagascar,Manihot esculenta,2009-06-10
KJ887953.1,,East African cassava mosaic Kenya virus,Begomovirus manihotiskenyaense,MG:MG213A1:09,A,"East African cassava mosaic Kenya virus isolate MG:MG213A1:09 segment A, complete sequence",2799,complete,Madagascar,Madagascar,Manihot esculenta,2009-06-10
